solv_comb_sm,salt_comb_sm,prediction_aggr,uncertainty_aggr,explore_aggr,exploit_aggr,ratio_aggr,EI_aggr
COCCC(C)(OC)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.374448035257875e-06,0.0014775321108782486,2.4005293732334545e-07,-1.3996439825270628e-07,-0.5830563867009786,1.0008853907063915e-07
COCCOCC(C)(OC)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.4948069792029715e-06,0.0014930873691580172,2.1836369387585386e-07,-1.1995776107104624e-07,-0.5493484697105634,9.840593280480766e-08
COCC(C)(COC)COCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.600224360175974e-06,0.001514892407742379,2.1553501564920274e-07,-1.1767343403619035e-07,-0.5459597072046591,9.786158161301242e-08
COCCC(F)(F)CC(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.5234486421831743e-06,0.0015009864986925466,2.2444589893770118e-07,-1.2922760561260093e-07,-0.575762828477745,9.521829332510026e-08
COCCOCC(OC)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3669825968840734e-06,0.0014637915313138322,2.2209791326738838e-07,-1.2861338691543836e-07,-0.5790841751880756,9.348452635195e-08
COCCC(C)(C)OOC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.5368275635095554e-06,0.0014943925146510926,2.0753973577956038e-07,-1.1513574271319172e-07,-0.5547648130162596,9.240399306636864e-08
COCCC(F)(F)C(C)(C)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.537672695941819e-06,0.0015024982087749278,2.2345327931044238e-07,-1.311375307447024e-07,-0.5868677834998957,9.231574856573995e-08
COCCC(OC)(OC)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.5437672008840583e-06,0.0014900528873312956,1.9687144217544115e-07,-1.0586124847603344e-07,-0.5377176461261235,9.101019369940768e-08
COCCC(OC)C(C)(C)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1904157899260374e-06,0.0014302012397254557,2.3516500883253977e-07,-1.4480110661943108e-07,-0.6157425687532598,9.036390221310867e-08
COCCOCC(C)(OC)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.434333750698212e-06,0.001469983759106993,2.0708278336471e-07,-1.1706520737736479e-07,-0.5653063256890454,9.00175759873452e-08
COCCC(C)(C)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.314260544034708e-06,0.001454753320908959,2.2938081511305767e-07,-1.3952007340613085e-07,-0.6082464801485857,8.986074170692679e-08
COCCCC(C)(C)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3830020804567112e-06,0.0014681803685287801,2.2547898504329217e-07,-1.3722740893485704e-07,-0.6086039854601495,8.825157610843513e-08
COCC(C)(OC)OCC[Si]O[Si],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.275512060489217e-06,0.0014303995388815793,2.041302511934402e-07,-1.1826843481872894e-07,-0.5793773050651571,8.586181637471127e-08
COCCC(F)(F)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.469138448009606e-06,0.0014828359708218956,2.1930652971734948e-07,-1.3345811255721884e-07,-0.6085460051245382,8.584841716013063e-08
COCC(OC)C(C)(C)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.125701005764125e-06,0.0014133284751607685,2.3318353100912543e-07,-1.4734195250140026e-07,-0.6318711783107623,8.584157850772518e-08
COCCC(F)(F)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3985596425027487e-06,0.0014605098707375537,2.0874351518976407e-07,-1.2441436797090122e-07,-0.596015487512505,8.432914721886284e-08
COCCOCC(F)(F)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.549174480404832e-06,0.0014908554266909828,2.020844307241095e-07,-1.1873285538022208e-07,-0.587540836049458,8.335157534388742e-08
COCCOCCOCCC(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.4242263300481443e-06,0.0014625183966251953,2.0286526255313944e-07,-1.2051747450399193e-07,-0.5940764475259683,8.234778804914751e-08
COCCC(C)(C)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.4179243738635583e-06,0.001465769878734077,2.1225759206416528e-07,-1.3053582595648805e-07,-0.6149877829435999,8.172176610767724e-08
COCC(OC)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.0585344461959368e-06,0.0013914573628195674,2.2532356772586761e-07,-1.4415774215590788e-07,-0.6397810207376646,8.116582556995972e-08
COCC(OC)C(F)(F)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.271036330256281e-06,0.0014303243116580435,2.0868602608676045e-07,-1.2753064968134653e-07,-0.6111125506234237,8.115537640541393e-08
COCCC(C)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.425017642281267e-06,0.0014664303088650179,2.1074737982370664e-07,-1.3006318912752072e-07,-0.6171521052186771,8.06841906961859e-08
COCCC(F)(F)C(C)(C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.364952594003121e-06,0.0014545341804650708,2.1452738554555904e-07,-1.345374141890155e-07,-0.6271339850009214,7.998997135654353e-08
COCC(OC)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.2226613456890075e-06,0.001420203549990112,2.1083266936190937e-07,-1.312684498417723e-07,-0.6226191141963897,7.956421952013702e-08
COCCC(F)(F)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.366279749204942e-06,0.0014538188649192442,2.132423332862667e-07,-1.3493938650045228e-07,-0.6327983023863427,7.830294678581446e-08
COCC(F)OCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3248782088423847e-06,0.001438606943779118,2.0304035871936383e-07,-1.2483149907948732e-07,-0.6148112614991269,7.820885963987651e-08
COCCOCC(OC)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1776110282827994e-06,0.0014106561135965527,2.1299834860135533e-07,-1.348211546141583e-07,-0.6329680746327646,7.817719398719705e-08
COCC(Cl)C(Cl)(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.192302921978908e-06,0.001410272238964546,2.0730184336899953e-07,-1.2914428223682678e-07,-0.6229770084916638,7.815756113217277e-08
COCCC(F)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.145541819859684e-06,0.0014067670070513501,2.1837284078698048e-07,-1.4026258009497153e-07,-0.6423078052631812,7.811026069200894e-08
COCCC(C)(C)OP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.455244421739069e-06,0.0014564191586097714,1.8236135140932383e-07,-1.0477308742887124e-07,-0.5745355944072827,7.758826398045258e-08
COCCC(F)C(C)(C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.124705294398154e-06,0.00139959287282343,2.154875340576604e-07,-1.3825294080611361e-07,-0.641582082280081,7.723459325154678e-08
COCCC(C)(C)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.394594153426655e-06,0.0014590556458414178,2.118089563195563e-07,-1.3472294832616966e-07,-0.636058789331425,7.708600799338664e-08
COCCCC(C)(C)OC(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1208427843268243e-06,0.0013982501560050025,2.1470431213532128e-07,-1.3823842849594183e-07,-0.6438549236440791,7.646588363937946e-08
COCC(C)(C)CCOP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3111434283362415e-06,0.0014286620153296243,1.9279656832872263e-07,-1.1656209611326681e-07,-0.6045859484102731,7.62344722154558e-08
COCCCC(F)(F)C(C)(C)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.337342680543495e-06,0.0014439521969883357,2.0852595307784321e-07,-1.3322013891354898e-07,-0.6388659874093351,7.530581416429423e-08
COCCC(C)(C)COP(C)(C)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.507470463667546e-06,0.0014655499385616438,1.794280179913126e-07,-1.0522463902916952e-07,-0.5864448607700956,7.420337896214307e-08
COCCC(C)(C)COP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.318716169438056e-06,0.0014278564548655642,1.8964325221144575e-07,-1.1586178552039647e-07,-0.6109459955433296,7.378146669104925e-08
COCCOCCOCC(C)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.42935801305267e-06,0.001452428359561448,1.8791525322992147e-07,-1.142971687266508e-07,-0.6082378453163877,7.361808450327069e-08
COCCOC(F)C(F)(F)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.496427550468815e-06,0.0014644779477391487,1.8270944156922865e-07,-1.0935159419723968e-07,-0.5984999639758974,7.335784737198897e-08
COCCC(F)(F)CP(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.5027150212733355e-06,0.0014697327479600837,1.8920419584597106e-07,-1.1615217297511065e-07,-0.6138985050292901,7.30520228708604e-08
COCC(F)OC(F)(F)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.339814468900332e-06,0.00143421250585591,1.925388698816147e-07,-1.1953712070791952e-07,-0.6208466933529766,7.300174917369521e-08
COCC(OC)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.0252135518917224e-06,0.0013726097682132264,2.1105012980234727e-07,-1.3805767812977085e-07,-0.6541463786782064,7.299245167257643e-08
COCCC(OC)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.0018912063647977e-06,0.0013678703177243093,2.119143926971828e-07,-1.3923580685861043e-07,-0.6570379910795999,7.267858583857237e-08
COCCC(C)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.8993408244112186e-06,0.001346581222125515,2.147667312862334e-07,-1.4275218639196965e-07,-0.6646848212338561,7.201454489426374e-08
COCCOCC(C)(OC)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.412563149458282e-06,0.0014458521788617159,1.84856438569518e-07,-1.1352854117986686e-07,-0.6141443709420636,7.132789738965113e-08
COCC(F)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.0543078216239838e-06,0.0013787556367801618,2.099173171423559e-07,-1.3868762859347205e-07,-0.6606774061399647,7.122968854888388e-08
COCCOCCOCC(F)(F)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3802195854084732e-06,0.0014413454927506757,1.901264282770567e-07,-1.1889864004683032e-07,-0.6253661898784972,7.122778823022638e-08
COCCC(F)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.083707195023074e-06,0.0013831608586352137,2.0663009353285774e-07,-1.3569366335313938e-07,-0.6566984558401787,7.093643017971835e-08
COCC(C)OCC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.8899284493748144e-06,0.0013405627397938616,2.1049345275427988e-07,-1.4009405787652693e-07,-0.6655506669847168,7.039939487775293e-08
COCC(F)C(C)(C)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.031051203671194e-06,0.0013726363280077564,2.0906433196748281e-07,-1.3874410523413584e-07,-0.6636431185005564,7.032022673334696e-08
COCCOC(F)(F)C(F)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.472676464035446e-06,0.0014556067036407684,1.78602913643946e-07,-1.0870522282389664e-07,-0.608641934255373,6.989769082004933e-08
COCCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.4068674444611934e-06,0.0014417811673147016,1.8145412149378807e-07,-1.1253792950607239e-07,-0.6202004593757603,6.891619198771568e-08
COCCC(OC)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.961110832453833e-06,0.0013533765994645913,2.0572767740596068e-07,-1.369276382193066e-07,-0.6655771354921217,6.880003918665408e-08
COCCCOC(C)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.063213018149085e-06,0.0013769689206636735,2.043641138642267e-07,-1.3566683326776614e-07,-0.6638486116887383,6.869728059646054e-08
COCCC(C)OCC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.8677595335367203e-06,0.0013345114045786842,2.089222788549667e-07,-1.4031510580205942e-07,-0.6716138966656868,6.860717305290728e-08
COCCOCC(C)(COC)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.5171000026938114e-06,0.0014661070352281326,1.7970735157629802e-07,-1.1121629645610053e-07,-0.618874495008523,6.84910551201975e-08
COCCOCCOC(C)(C)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.509974893858825e-06,0.0014652816366927865,1.8107199744769795e-07,-1.1283407325254019e-07,-0.6231447978869948,6.82379241951578e-08
COCCCC(OC)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.003972718036579e-06,0.001362897106014541,2.0414317122161666e-07,-1.3657404125555525e-07,-0.6690110692328339,6.75691299660614e-08
COCCCC(F)(F)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.2285330033170945e-06,0.0014123210555861982,2.003327540613591e-07,-1.328717341702336e-07,-0.6632551665991516,6.746101989112549e-08
COCCCC(C)(C)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.231116379048442e-06,0.001410845600783296,1.9768906384081436e-07,-1.3055025447779173e-07,-0.6603817729791822,6.713880936302264e-08
COCCOCC(F)(F)C(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.210880061333322e-06,0.0014035726823598087,1.9393217875112902e-07,-1.2684566757708662e-07,-0.6540723071020939,6.708651117404238e-08
COCC(OC)C(C)(C=O)OP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.926945192971774e-06,0.0013429396097266893,2.0264491591792882e-07,-1.3558679685440643e-07,-0.6690856083915724,6.70581190635224e-08
COCCOCC(C)(C)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.533708888084416e-06,0.0014679950833096252,1.7750004335209176e-07,-1.1072698067500916e-07,-0.6238138232753524,6.67730626770826e-08
COCC(F)OCC(Cl)(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.150259899178201e-06,0.0013896005570998265,1.9388718307200658e-07,-1.2712541235438962e-07,-0.655666921042312,6.676177071761695e-08
COCCOCCOCCC(C)(C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.285164797931317e-06,0.0014137159431558241,1.8306105661622374e-07,-1.1678100900694973e-07,-0.637934747922787,6.6280047609274e-08
COCC(OCP(=O)(OC)OC)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.0403580727150357e-06,0.0013642708637354396,1.9539097415427524e-07,-1.2912643601774453e-07,-0.6608618262775532,6.626453813653071e-08
COCCC(OC)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1439864197895273e-06,0.001390518547863602,1.9728707903349706e-07,-1.3107514100583353e-07,-0.6643878638579188,6.621193802766356e-08
COCCCC(C)(OC)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1427020458790395e-06,0.0013888114772973006,1.9619818326649477e-07,-1.3001063815128482e-07,-0.6626495515235846,6.618754511520994e-08
COCCC(OC)C(F)(F)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.195921290430389e-06,0.001403726702018476,1.9855259435369886e-07,-1.3243164871775777e-07,-0.6669852345613065,6.612094563594109e-08
COCC(F)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.991554777806454e-06,0.0013565188290548817,2.0027256963867346e-07,-1.343642690538403e-07,-0.6709070008751413,6.590830058483317e-08
COCC(C)(F)C(COP(=O)(OC)OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.808451882571084e-06,0.0013155619020393937,2.031846048473953e-07,-1.3757996859377156e-07,-0.6771180754422953,6.560463625362373e-08
COCCCC(C)(C)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.217847887668154e-06,0.0014078253841526898,1.9776576516771307e-07,-1.3224757229198135e-07,-0.6687081162901489,6.551819287573175e-08
COCCC(Cl)C(C)(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.0572989446663197e-06,0.0013689256813116464,1.9606876270534344e-07,-1.306380298392987e-07,-0.6662868069179612,6.543073286604477e-08
COCC(OC)OCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.332472085718511e-06,0.0014215514036433174,1.7798079587517727e-07,-1.1270493029884762e-07,-0.6332420851623264,6.527586557632962e-08
COCCOCCOCC(C)(C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.390660432152829e-06,0.0014350572312197879,1.7830887718187964e-07,-1.1331383666160242e-07,-0.6354918411943079,6.49950405202772e-08
COC(COCCOC(C)(C)C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.9830938055407896e-06,0.0013519603111562266,1.9717064968279742e-07,-1.3244421389158508e-07,-0.671723778892333,6.472643579121231e-08
COCCCCC(F)(F)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1537255489785254e-06,0.0013925993100104355,1.973388539413705e-07,-1.3262461631488958e-07,-0.6720654025602705,6.471423762648089e-08
COCCC(C)OOC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.8290781201913795e-06,0.001319923930383993,2.0202360108500637e-07,-1.373362256025302e-07,-0.6798028787970304,6.468737548247616e-08
COCCC(F)(F)CF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.2484332359997768e-06,0.001407266339794899,1.8679122466352412e-07,-1.221637274117019e-07,-0.6540121337699949,6.462749725182222e-08
COCC(C)OOC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.835838584353102e-06,0.0013198403222254953,2.003574847978994e-07,-1.3608505505609188e-07,-0.679211236821828,6.42724297418075e-08
COCCOCC(C)(C)COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.432978990820134e-06,0.0014430959882208402,1.7571764933017615e-07,-1.1154907885856233e-07,-0.6348200040450115,6.416857047161382e-08
COCC(Cl)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.0863093470000255e-06,0.0013720166008173967,1.912351222764656e-07,-1.270728079164459e-07,-0.6644846741737052,6.416231436001967e-08
COCCC(C)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.815735833337143e-06,0.001315807831503951,2.008174275295224e-07,-1.3703269897274349e-07,-0.682374536207014,6.378472855677894e-08
COCC(C)OCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.9672279516306758e-06,0.0013485993396081136,1.9684070478662975e-07,-1.3323475816638349e-07,-0.6768658866102238,6.360594662024626e-08
COCCC(C)OC(C)(C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.829036601857617e-06,0.0013181949018247587,1.9982062699573656e-07,-1.3646226498069485e-07,-0.6829238153857182,6.335836201504174e-08
COCCOCCC(C)(C)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3418397463169444e-06,0.0014226656546217405,1.7726137077935653e-07,-1.1428172849988917e-07,-0.6447074621923107,6.297964227946737e-08
COCCCC(F)(Cl)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.322357389058855e-06,0.0014279650394219117,1.9170812737859572e-07,-1.2892578365114396e-07,-0.6725107871745795,6.278234372745176e-08
COCCOCC(C)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.994183175601151e-06,0.001352508246505959,1.941917856362491e-07,-1.3168178272701513e-07,-0.6781017142181042,6.251000290923397e-08
COC(C)COCCOC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.732283636958886e-06,0.00129507492456563,1.98918086265177e-07,-1.3646140507544526e-07,-0.6860180873323356,6.245668118973174e-08
COCCOC(C)(C)C(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.2229793718416044e-06,0.001393782942099691,1.7625325234768174e-07,-1.1381513611412776e-07,-0.645747721520696,6.243811623355396e-08
COCCOCCOC(C)(C)C(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.0140757219759094e-06,0.0013553568186929715,1.9171609745436796e-07,-1.2929400279791914e-07,-0.674403477405926,6.242209465644881e-08
COCCOC(F)(F)C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.430067182271797e-06,0.0014371195021102947,1.6778235501756276e-07,-1.0542507634315981e-07,-0.6283442399656648,6.235727867440294e-08
COCCOC(F)(F)C(F)OF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.4768826030812705e-06,0.0014458949063516553,1.651882081676419e-07,-1.0307016457518056e-07,-0.6239559452729181,6.211804359246132e-08
COCCOCCOCCC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3964282240948754e-06,0.0014344734361448664,1.761733072751503e-07,-1.1417525214048325e-07,-0.6480848540929218,6.199805513466701e-08
COCCC(Cl)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.074720648873036e-06,0.0013681781062257626,1.8952678674570334e-07,-1.2771485120392923e-07,-0.6738617448059732,6.181193554177413e-08
COCCOC(F)(F)C(F)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.4754462295572508e-06,0.0014461677004731271,1.6658799505782926e-07,-1.0531381942602192e-07,-0.6321813248875667,6.127417563180736e-08
COCC(C)(C)OCCCC(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.119259865085566e-06,0.00137949461706682,1.9110740349863972e-07,-1.3005974142502374e-07,-0.6805583616542071,6.104766207361597e-08
COCCOCCOCCOCC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.300607393025419e-06,0.0014103710531613986,1.7401741944528297e-07,-1.1305083232020628e-07,-0.6496523892871158,6.096658712507671e-08
COCCC(CC(F)(F)F)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.084361200032644e-06,0.0013721407262975056,1.914244116182572e-07,-1.3065300785105138e-07,-0.6825305442839887,6.077140376720582e-08
COCCOCCC(C)(C)SC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.495697631723732e-06,0.0014504366814045175,1.6627911335196592e-07,-1.056006641582903e-07,-0.6350807508503098,6.06784491936756e-08
COCCOP(Cl)OCC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.2540754672382915e-06,0.001391114629738938,1.612835424327656e-07,-1.0062968726904273e-07,-0.6239302891737531,6.065385516372288e-08
COCCCC(C)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1645120092894098e-06,0.0013878420660095976,1.8781110720115402e-07,-1.2763766245790118e-07,-0.6796065704527027,6.017344474325284e-08
COCCOCCOCCOC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.2845838232191945e-06,0.0014058470391827343,1.7320372328027192e-07,-1.1307952949126569e-07,-0.6528700847168541,6.012419378900622e-08
COCCC(C)(C)OS(C)(=O)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.5216069609322827e-06,0.0014549385272785652,1.6385750116101615e-07,-1.0378199303761542e-07,-0.6333673606778187,6.007550812340074e-08
COCCOCC(C)(C)C(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.975579599378146e-06,0.001343055371044484,1.8792204173424172e-07,-1.2797898824302433e-07,-0.6810216995407675,5.994305349121739e-08
COCC(C)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.7872387176519993e-06,0.0013016549163321599,1.9228475560040812e-07,-1.324677815461639e-07,-0.6889146314929333,5.981697405424423e-08
COCC(CC(F)(F)C=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1705022527605624e-06,0.001379189654771214,1.7389432808811682e-07,-1.1419160043871861e-07,-0.6566723693302678,5.970272764939821e-08
COCC(C)(OC)OCCC(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.567807864861517e-06,0.0012507075703947735,1.9383057327788067e-07,-1.3429561684252965e-07,-0.6928505373091988,5.9534956435351035e-08
COCCC(C)(C)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.24584650153402e-06,0.001403263857140043,1.8364906951313345e-07,-1.241294235200391e-07,-0.6759055401103577,5.951964599309435e-08
COCCC(C)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.821843591961414e-06,0.0013099742397121206,1.9193545999124735e-07,-1.3254374676766088e-07,-0.6905641447062734,5.939171322358646e-08
COCCOCCC(C)(C)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.354158740538569e-06,0.0014260613212972253,1.7981751059791865e-07,-1.2045706044067472e-07,-0.6698850408958391,5.936045015724393e-08
COCCC(C)(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.2942421481363843e-06,0.0014149886340670476,1.8389035690074601e-07,-1.2454503533004644e-07,-0.6772787732271849,5.934532157069957e-08
COCCC(F)(F)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.283807461604576e-06,0.0014107654435981073,1.8130889973422322e-07,-1.219744280174802e-07,-0.6727437439435121,5.933447171674305e-08
COCC(CCO[Si])(COC)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.336304403304852e-06,0.001410052750321159,1.6119964575284862e-07,-1.0189821446876514e-07,-0.6321243076737001,5.930143128408347e-08
COCC(F)C(Cl)(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.192938613445351e-06,0.0013868825050835144,1.7706351709035536e-07,-1.1789428082231987e-07,-0.6658304475119994,5.916923626803552e-08
COCCOCCOC(C)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.920000586574573e-06,0.0013304338782705253,1.8835282958674436e-07,-1.293699332935491e-07,-0.6868488972392572,5.89828962931953e-08
COCC(C)(OC)C(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2.7619328913686687e-06,0.0012957255624277623,1.9150482205774132e-07,-1.3292456290373477e-07,-0.6941055659875561,5.8580259154006543e-08
COCCCC(C)(CF)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.1122226853467017e-06,0.0013764836167657237,1.8856979417563956e-07,-1.3013801311500997e-07,-0.690131808670245,5.8431781060629616e-08
COCCP(C)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,3.3345264823079686e-06,0.0014179894168059829,1.7508459476547603e-07,-1.167621701142039e-07,-0.6668900269073107,5.832242465127213e-08
