solv_comb_sm,salt_comb_sm,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,salt_ecfp_pca_0,salt_ecfp_pca_1,salt_ecfp_pca_2,salt_ecfp_pca_3,salt_ecfp_pca_4,salt_ecfp_pca_5,salt_ecfp_pca_6,salt_ecfp_pca_7,salt_ecfp_pca_8,salt_ecfp_pca_9,mol_wt_solv,mol_wt_salt,conc_salt_1,conc_salt_2,theor_capacity,amt_electrolyte,pressure_type,rank,prediction_aggr,uncertainty_aggr,explore_aggr,exploit_aggr,ratio_aggr,EI_aggr
COCCC(C)(C)N1CCN(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.278012806,-0.568225895,1.371298497,0.374728461,0.228888419,-0.510591365,1.86878143,1.043033866,-0.206022551,-0.149203372,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,200.1524779,186.9396855,1.0,0.0,150,50,2,1787.0,1.1219979696339512e-06,0.0007227956220227083,1.2819494236192936e-08,-1.1340194066163057e-08,-7.66591817936046,1.4793001700298773e-09
COCCOCCOO[Al]=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.957905112,-0.686121492,1.210054415,-0.23538548,-0.201867148,0.362624473,0.673120992,0.648006455,-0.97782808,-0.484693705,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,178.0421871,186.9396855,1.0,0.0,150,50,2,3589.0,1.547001045926848e-06,0.0008269165739000821,8.734829326830977e-09,-7.806871931660059e-09,-8.412963754895365,9.279573951709191e-10
COCCOCC(F)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.170395253,-1.091593453,0.953328812,-0.556281397,-0.813942533,-0.082030654,0.801693636,0.483821677,-0.679977032,-0.416601037,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,152.0848725,186.9396855,1.0,0.0,150,50,2,1356.0,1.8187127905103743e-06,0.0009295371454593626,1.54536250530926e-08,-1.361031199616675e-08,-7.383613947196275,1.843313056925856e-09
COCCOC1COC(C)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.091852676,-0.76545354,1.195090958,-0.643647449,-0.634894104,0.627404412,0.382692884,0.329872108,-0.825216384,0.908662141,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,162.0892089,186.9396855,1.0,0.0,150,50,2,4975.0,6.422775739596199e-07,0.0005854413373267751,7.1488961976557156e-09,-6.421558164246009e-09,-8.828849680996626,7.273380334097075e-10
COCCOCCOP(C)(=O)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.921139959,-0.695147658,1.171956534,-0.230804638,-0.233647478,0.396676747,0.693338527,0.670915515,-1.023213518,-0.487600952,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,256.107575,186.9396855,1.0,0.0,150,50,2,3654.0,1.4536332672682075e-06,0.0007999103677040978,8.647413844429862e-09,-7.730978803966827e-09,-8.43592667524009,9.164350404630325e-10
COCCOCP(C)(C)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.96605033,-0.68440412,1.230593808,-0.24001878,-0.228597917,0.319567207,0.614214554,0.636011763,-0.970244154,-0.487436953,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,166.075881,186.9396855,1.0,0.0,150,50,2,3894.0,1.5964653644431226e-06,0.0008437066773674817,8.529017576400091e-09,-7.65146761119146e-09,-8.71912473880889,8.775499652086315e-10
CCN1C(=O)C(CCCOC)N(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.013031748,-0.961756525,1.058913787,0.930654488,-0.477149217,0.203926833,0.864055881,0.813990663,-0.833843388,-0.162226901,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,214.1317424,186.9396855,1.0,0.0,150,50,2,4100.0,1.179482290318643e-06,0.0007243911343265666,8.210944990088168e-09,-7.36617437341332e-09,-8.71973317728281,8.447706166748467e-10
COCCCC(F)C=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.08286233,-1.119538688,0.787750263,0.003703954,-0.847592401,-0.09755316,0.796811117,0.540129595,-0.823660899,-0.325631773,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,134.0743078,186.9396855,1.0,0.0,150,50,2,2689.0,1.584171598829779e-06,0.0008427286649679704,1.0257651708624147e-08,-9.12350242962354e-09,-8.04435765075213,1.1341492790006063e-09
COCC(C)(OC)OP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.866754512,-1.110954942,1.26638833,-0.662347658,0.446524102,0.053831796,1.229599512,0.206859794,-0.157636003,-0.220821121,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,228.0762749,186.9396855,1.0,0.0,150,50,2,1707.0,1.6183352960574966e-06,0.0008561829334728366,1.2535543771467415e-08,-1.1007534421577051e-08,-7.203839703184318,1.5280093498903624e-09
COCCOPOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.905704237,-1.096784883,1.032329238,-0.091619511,-0.409252998,0.529799625,0.61775642,0.484365128,-0.611824531,-0.269136035,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,182.0707956,186.9396855,1.0,0.0,150,50,2,1392.0,1.79538323248525e-06,0.0009203682728517438,1.4863693380870811e-08,-1.306151598612833e-08,-7.24763057412266,1.8021773947424815e-09
COCCCN1CCN(C=O)CC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.148438869,-0.666833469,0.919552745,0.720014974,-0.633025866,0.07227247,1.389630465,1.516936367,-0.691815703,-0.309424515,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,186.1368278,186.9396855,1.0,0.0,150,50,2,1731.0,1.1604394225066991e-06,0.0007356394792162202,1.3170168988213873e-08,-1.1657676805637018e-08,-7.707594749862218,1.5124921825768554e-09
COCCC1CCC(=O)N(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.896352816,-0.540430107,1.264193143,0.263724542,-0.628934119,0.110383675,0.920371619,0.514212927,-1.142417221,-0.222614069,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,185.1051933,186.9396855,1.0,0.0,150,50,2,2769.0,1.239104174499866e-06,0.0007556916520384591,1.0554737526096031e-08,-9.445500208875274e-09,-8.515310531150709,1.1092373172207574e-09
COCCOCCOCCOP=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.946585817,-0.689795167,1.277426003,-0.214511498,-0.220330752,0.370863632,0.626395116,0.662551858,-0.906801583,-0.481024962,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,210.0657102,186.9396855,1.0,0.0,150,50,2,3023.0,1.6199690419953725e-06,0.0008567450952336269,9.840974664482342e-09,-8.796966699140187e-09,-8.426149024885211,1.0440079653421545e-09
COCCCOC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.003132508,-1.466287758,0.994987637,-0.429446132,0.166775171,0.464256511,1.602461795,0.331880775,-0.231670996,-0.204711761,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,146.1306798,186.9396855,1.0,0.0,150,50,2,104.0,2.1229234121874775e-06,0.0010641732762124002,4.436955907830762e-08,-3.657121425405424e-08,-4.689612357267823,7.798344824253384e-09
CC[SiH2]COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.057774048,-0.995057041,0.832824765,-0.025073169,-0.33577045,0.561216174,0.656551864,0.604783292,-0.564536734,-0.352061379,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,148.0919563,186.9396855,1.0,0.0,150,50,2,1913.0,1.7169215996640888e-06,0.0008864209025270346,1.2051615966959234e-08,-1.063858735471307e-08,-7.528925644189088,1.413028612246165e-09
CCOCCOCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.843680739,-1.405965053,0.594729604,0.140650615,-0.736985393,1.130553596,0.842219884,0.370614535,-0.730239763,-0.425657915,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,162.1255944,186.9396855,1.0,0.0,150,50,2,125.0,2.142738156943469e-06,0.001068630580569958,4.258688772904682e-08,-3.533279163618247e-08,-4.870736640908073,7.254096092864348e-09
COCC(C)(OC)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.708699682,-1.405534979,1.044226139,-0.880348727,0.625160585,-0.006638407,1.319935715,-0.060203015,0.116152973,-0.237320289,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,168.0961861,186.9396855,1.0,0.0,150,50,2,3022.0,1.5501086532499888e-06,0.0008357256601882923,9.853372113374313e-09,-8.809061525908754e-09,-8.4352889184888,1.0443105874655585e-09
COCCCOOP(C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.851788633,-1.437150762,0.868586532,-0.172082223,-0.568641824,0.56452273,0.86860005,0.761680365,-0.951847291,-0.508239414,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,182.0707956,186.9396855,1.0,0.0,150,50,2,468.0,1.9771593026519853e-06,0.0009985560165920637,2.6878110589202153e-08,-2.3087542557241477e-08,-6.090787017295517,3.790568031960672e-09
COCCCN1C(=O)C(=O)N(C)CC1C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.514257385,-0.691257268,1.123407593,0.710201992,-0.863908906,0.036270015,0.911153591,0.875814424,-1.099644482,0.025744074,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,214.1317424,186.9396855,1.0,0.0,150,50,2,4177.0,9.630465888216981e-07,0.0006689586182962499,8.206374723561379e-09,-7.374919205161887e-09,-8.869890261066779,8.314555183994924e-10
CCOP(=O)(OCC)OCC(COC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.25349469,-1.085504259,0.811229637,-0.148495914,-1.004077417,0.08995959,0.489707859,0.336486281,-0.467541504,-0.366285289,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,256.107575,186.9396855,1.0,0.0,150,50,2,2573.0,1.4504564811913055e-06,0.0008038142271473063,1.0378844210224756e-08,-9.206739321198904e-09,-7.854876647473685,1.1721048890258525e-09
COCC(OC)(P(=O)(OC)OC)P(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.790795763,-1.125908301,1.257329607,-0.559721645,0.255459533,0.08969878,0.98019294,0.333778609,-0.385337547,-0.262106396,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,306.0633409,186.9396855,1.0,0.0,150,50,2,3377.0,1.4451551710458713e-06,0.0007954152278664622,8.747930858701444e-09,-7.783007040817068e-09,-8.06592903663789,9.649238178843746e-10
COCCC(F)CF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.917477027,-1.426381665,0.700639545,-0.453018253,-0.894235495,-0.25142114,0.877635686,0.479181865,-0.623704545,-0.308289987,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,124.0699714,186.9396855,1.0,0.0,150,50,2,2075.0,1.7313215189322796e-06,0.0008986600069400891,1.22254861710279e-08,-1.0885479331116655e-08,-8.12345057271324,1.3400068399112441e-09
COCCCOCCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.651175018,-1.448400909,0.830197239,-0.277605766,-0.61430999,0.819040736,1.022816997,0.429290014,-0.943644743,-0.548366076,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,150.1056079,186.9396855,1.0,0.0,150,50,2,37.0,2.372884669876769e-06,0.001162912035948192,6.197891970884708e-08,-5.032804710212943e-08,-4.3196804909798185,1.1650872606717653e-08
COCC(C)(C)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.748214831,-1.439214316,1.017774941,-0.874111329,0.581131261,-0.047601251,1.288442754,-0.076354035,0.040275787,-0.283701162,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,152.1012715,186.9396855,1.0,0.0,150,50,2,2933.0,1.5320708784112901e-06,0.0008282880877783518,9.866643964254934e-09,-8.803321130245782e-09,-8.279067136227798,1.0633228340091527e-09
CCN1C(=O)CCC1CCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.736403383,-0.641836457,1.162321881,0.411430623,-0.850375612,0.428008003,0.767137856,0.176144186,-0.729516324,-0.083520505,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,171.1259288,186.9396855,1.0,0.0,150,50,2,1600.0,1.3074137205964452e-06,0.0007720643907162748,1.3458507209751832e-08,-1.1844249391554185e-08,-7.337272434448253,1.6142578181976485e-09
COCCC1CCC(=O)N(C)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.966465502,-0.482840941,1.096302308,0.490382008,-0.964320818,0.030234294,1.023390215,0.431942092,-1.119698124,-0.021484838,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,171.1259288,186.9396855,1.0,0.0,150,50,2,2331.0,1.0946720316894884e-06,0.0007132277165038554,1.1350106598153498e-08,-1.010520716631854e-08,-8.117287957488807,1.2448994318349553e-09
COCC(COP(=O)(OC)OP(=O)=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.087719358,-1.107290748,1.065411403,-0.547842781,-1.023364138,-0.091347057,0.661413466,0.467148793,-0.79091286,-0.409606884,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,276.0163907,186.9396855,1.0,0.0,150,50,2,1423.0,1.5724936019035448e-06,0.0008596618129058089,1.5091194652142457e-08,-1.3319091674436353e-08,-7.515980641078328,1.772102977706106e-09
COOOC1CCCN1C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.490138316,-0.527221022,0.763523105,0.10595759,-0.727988748,-0.076967839,0.961246482,0.226436027,-0.354770445,-0.574658419,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,147.0895433,186.9396855,1.0,0.0,150,50,2,2662.0,1.243466732328238e-06,0.000749039373655568,1.0450761046843174e-08,-9.310512815198076e-09,-8.165338526125382,1.1402482316451002e-09
COCCCOSC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.910132225,-1.466974109,0.894369591,-0.22591719,-0.517599641,0.552874118,0.751961241,0.764795935,-0.87311425,-0.492842909,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,136.0558006,186.9396855,1.0,0.0,150,50,2,589.0,1.922894199655186e-06,0.000974727007647715,2.3354634054831452e-08,-2.0159493457385318e-08,-6.309422963577477,3.1951405974461373e-09
CCOP(CCCOC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.073747257,-1.434915985,0.599908513,0.20556526,-0.498564332,0.73409377,0.663746221,0.658069011,-0.728121688,-0.443588717,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,180.091531,186.9396855,1.0,0.0,150,50,2,1092.0,1.842203747516655e-06,0.000942438276520442,1.7291850934047383e-08,-1.517062646126431e-08,-7.151825116066216,2.1212244727830745e-09
COCCN1CCN(C=O)CC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.299359572,-0.609317625,0.989890749,0.415865588,-0.592748267,-0.234495576,1.360339084,1.436575315,-0.646936645,-0.287253204,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,172.1211778,186.9396855,1.0,0.0,150,50,2,1859.0,1.2236539307903107e-06,0.0007641808367078012,1.2955520910120454e-08,-1.1517070744664442e-08,-8.006583072006066,1.4384501654560134e-09
CCCOP(=O)(CCCOC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.234665439,-1.223656482,0.713991192,0.565302633,-0.424097557,0.937513237,0.522473873,0.561356787,-0.538876329,-0.308685875,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,210.1020957,186.9396855,1.0,0.0,150,50,2,2809.0,1.5367257049996815e-06,0.0008273023499428458,9.876354478385136e-09,-8.780851587600812e-09,-8.015361402939046,1.095502890784323e-09
COCC(C)(C)COP(=O)(OC)OP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.830486744,-1.115240247,1.205648039,-0.631395918,0.474114086,0.03966745,1.27631507,0.185724299,-0.210041563,-0.227011283,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,320.0789909,186.9396855,1.0,0.0,150,50,2,3324.0,1.4320065213859218e-06,0.0007931959527561097,8.901763540620555e-09,-7.925859458647808e-09,-8.121555801494367,9.759040819727483e-10
COCCCN1CCC(=O)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.367486399,-0.685563451,1.105689771,0.844533516,-0.534191724,-0.036713226,1.180608787,1.482661586,-0.9178114,-0.404482635,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,157.1102787,186.9396855,1.0,0.0,150,50,2,2051.0,1.1548411379103321e-06,0.0007385899069433027,1.2361117101390079e-08,-1.1012979542533479e-08,-8.169032507242047,1.3481375588565969e-09
COCCOCC(F)(F)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.814062229,-1.096199279,1.220316136,-0.370031377,0.147069226,0.160520951,1.5335513,0.590835149,-0.534400896,-0.427878822,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,170.0754507,186.9396855,1.0,0.0,150,50,2,168.0,2.1217618843342697e-06,0.0010564824967291032,3.918250400650386e-08,-3.260150814774042e-08,-4.953886744105357,6.580995858763433e-09
CCP(=O)(OC)OC(C)(C)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.944089804,-1.194592159,1.079535588,-0.340869946,0.384166375,0.186137627,1.117448103,0.049809673,0.098227089,-0.050528103,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,210.1020957,186.9396855,1.0,0.0,150,50,2,4751.0,1.3985347752853894e-06,0.0007762329281230003,7.212082467778954e-09,-6.457578523809601e-09,-8.55870744669282,7.545039439693527e-10
CCCC(C)(C)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.229679104,-1.208635389,0.885923328,0.066935669,0.27025085,0.52911277,1.341522196,0.017951701,0.375239757,-0.019437732,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,160.1463299,186.9396855,1.0,0.0,150,50,2,1831.0,1.427511874965932e-06,0.0008023568824361973,1.2296657982310922e-08,-1.0843586015458649e-08,-7.462525093611595,1.4530719668522737e-09
CCOP(=O)(OC)OCCC(C)(C)CC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.08960957,-1.118315136,0.991837735,-0.154184746,0.521707862,0.315036055,1.212397967,0.050625727,0.141847058,-0.177387665,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,238.1333958,186.9396855,1.0,0.0,150,50,2,3722.0,1.403273453510332e-06,0.0007816537782049334,8.3183970467667e-09,-7.41526539329354e-09,-8.21061399495494,9.031316534731621e-10
CCP(=O)(OC)OCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.100302342,-0.820831618,1.097829816,0.073478174,-0.318848465,0.522902556,0.576033388,0.53169035,-0.694982969,-0.372041209,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,226.0970103,186.9396855,1.0,0.0,150,50,2,2835.0,1.5606554386762917e-06,0.0008339243747631785,9.786993607970082e-09,-8.699535579075207e-09,-7.999881694667393,1.0874580288948764e-09
COCCOCC(C)(C=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.132094517,-0.494621055,1.007315021,-0.734197706,0.417585181,0.424914908,1.438747604,0.384441373,-0.377893896,-0.185509268,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,176.104859,186.9396855,1.0,0.0,150,50,2,1113.0,1.6639670349141255e-06,0.0008838901810463793,1.6486594922360044e-08,-1.4388100806798962e-08,-6.85639321078198,2.0984941155610854e-09
COCCOCCCCOOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.769774177,-0.991688045,0.939863926,-0.080521442,-0.588981164,0.89688958,0.858954357,0.368847186,-0.958320182,-0.467730515,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,178.1205091,186.9396855,1.0,0.0,150,50,2,165.0,2.1963568192672647e-06,0.0010898440123028618,4.162055843200179e-08,-3.501694467994448e-08,-5.302694251164399,6.603613752057312e-09
COCCOCCOCCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.015549707,-0.73189322,1.241663126,-0.253328666,-0.328673699,0.304059776,0.66280912,0.612280811,-1.021685294,-0.482241544,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,176.104859,186.9396855,1.0,0.0,150,50,2,2391.0,1.7017036433927234e-06,0.0008868375686639594,1.1369507982496548e-08,-1.013906710510626e-08,-8.240190399567005,1.2304408773902885e-09
COCCCOCN(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.769953941,-0.912585733,-0.159499514,-0.762752243,-0.256712127,1.084270601,1.318941399,0.6420794,-0.648166029,-0.270536272,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,147.1259288,186.9396855,1.0,0.0,150,50,2,1316.0,1.4703239906555354e-06,0.0008296606314306063,1.5699911817422148e-08,-1.3824216458628259e-08,-7.370182153416181,1.875695358793886e-09
COCCOC1CCOC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.330242618,-0.670950715,1.05649374,-0.529255849,-0.7505094,0.949719724,0.271654298,0.124746615,-0.91476731,1.263858582,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,146.0942943,186.9396855,1.0,0.0,150,50,2,2699.0,4.312827303564025e-07,0.0005584589369198378,1.0105509049538084e-08,-8.9740100854295e-09,-7.931081132274299,1.1314989641085833e-09
[CH2]OC(C)(C)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.810014317,-1.190917351,1.170226288,-0.755112038,0.357538225,-0.008137751,1.158655297,0.07235441,0.089860078,-0.155506825,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,117.0915547,186.9396855,1.0,0.0,150,50,2,3465.0,1.4808689418054834e-06,0.000809656710311917,8.961591230481746e-09,-8.012046248280177e-09,-8.43777430080652,9.495449822015682e-10
COCCCC(F)(F)C(C)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.304481115,-0.360063864,1.390914387,-0.024003468,0.517494578,0.405948819,1.046439066,0.321462811,-0.548013096,-0.365548815,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,166.0805361,186.9396855,1.0,0.0,150,50,2,2626.0,1.4512881899617382e-06,0.0008018207016300496,1.017918690505795e-08,-9.025609705967602e-09,-7.824018811298232,1.1535771990903472e-09
COCCOCCOOC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.992715091,-0.988312758,1.16429311,-0.592388771,0.277598585,0.289895358,1.560926097,0.292662495,-0.252549398,-0.227379421,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,192.1361591,186.9396855,1.0,0.0,150,50,2,299.0,2.026698053815356e-06,0.0010189033716011956,3.275694913144175e-08,-2.751478497863395e-08,-5.2487453991490325,5.242164152807805e-09
[CH]N1CCC(OC)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.979353538,-0.703910837,0.844325915,0.105353387,-0.844389174,0.016261937,0.75259527,-0.140537699,-0.215387612,0.165165727,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,113.084064,186.9396855,1.0,0.0,150,50,2,3202.0,1.0655288281089536e-06,0.0006928795806950817,9.160189393468709e-09,-8.15647642203949e-09,-8.126303688618481,1.0037129714292203e-09
COCC(C)(OC)P(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.761945135,-1.097449068,1.25763333,-0.612134359,0.457928619,0.041885372,1.265993655,0.209360362,-0.184825892,-0.102027898,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,212.0813603,186.9396855,1.0,0.0,150,50,2,2544.0,1.538028458616034e-06,0.0008267388787098601,1.0295627759535647e-08,-9.112149095132347e-09,-7.699462076679355,1.1834786644033007e-09
