solv_comb_sm,salt_comb_sm,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,salt_ecfp_pca_0,salt_ecfp_pca_1,salt_ecfp_pca_2,salt_ecfp_pca_3,salt_ecfp_pca_4,salt_ecfp_pca_5,salt_ecfp_pca_6,salt_ecfp_pca_7,salt_ecfp_pca_8,salt_ecfp_pca_9,mol_wt_solv,mol_wt_salt,conc_salt_1,conc_salt_2,theor_capacity,amt_electrolyte,pressure_type,rank,prediction_aggr,uncertainty_aggr,explore_aggr,exploit_aggr,ratio_aggr,EI_aggr
COCCOF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.863536483,-1.039066818,1.081460973,-0.406528781,-0.227115199,0.260968675,0.755055685,0.576430744,-0.762005244,-0.443189622,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,94.04300768,186.9396855,1.0,0.0,150,50,2,1608.0,1.768581638543396e-06,0.0009086122206073817,1.3750977941546857e-08,-1.214112164891178e-08,-7.541742517301794,1.6098562926350745e-09
COCCO[Al],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.843809408,-0.989662476,1.069399438,-0.365415914,-0.311995312,0.308275111,0.678411253,0.599304145,-0.771734731,-0.40993421,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,102.0261431,186.9396855,1.0,0.0,150,50,2,1920.0,1.7696178383834695e-06,0.0009077493553447078,1.251228248485549e-08,-1.110396903485513e-08,-7.884586371629327,1.4083134500003614e-09
COCCB=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.801731333,-1.105580045,1.08300639,-0.354706705,-0.315271317,0.212796566,0.668411093,0.618926527,-0.873169934,-0.459649089,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,86.05390986,186.9396855,1.0,0.0,150,50,2,1897.0,1.749084088622962e-06,0.0009034893911805232,1.2707091753520584e-08,-1.1287596791172797e-08,-7.95183997870875,1.4194949623477861e-09
COCCOOF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.867386048,-1.041067714,1.083539521,-0.40094204,-0.225466091,0.304233225,0.783784011,0.599485157,-0.793602625,-0.450188077,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,110.0379223,186.9396855,1.0,0.0,150,50,2,1190.0,1.8994844929892568e-06,0.0009601333615308101,1.6829147543421794e-08,-1.4823002434703639e-08,-7.388798731600699,2.0061451087181534e-09
COCCCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.046620358,-1.064656127,0.99363777,-0.04268693,-0.413474829,0.534218828,0.629863311,0.69021654,-1.048050946,-0.485018728,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,102.0680796,186.9396855,1.0,0.0,150,50,2,1334.0,1.772657905628432e-06,0.0009152978535384687,1.5499957640086952e-08,-1.3640895733568628e-08,-7.3375155963017304,1.8590619065183234e-09
COCCOCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.911144762,-1.066284524,1.15189928,-0.429532252,-0.251715794,0.344949204,0.850132147,0.616511592,-0.751096095,-0.442993223,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,108.0586577,186.9396855,1.0,0.0,150,50,2,782.0,1.948761090204598e-06,0.0009800408435922364,2.069097882879668e-08,-1.8025883896778184e-08,-6.76369298527226,2.665094932018501e-09
[CH]OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.910130333,-0.953172158,0.851843758,-0.359861169,-0.277795839,0.518527682,0.729742433,0.808529492,-0.875647711,-0.422520884,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,88.0524295,186.9396855,1.0,0.0,150,50,2,2363.0,1.6793118580303399e-06,0.000877222049310616,1.126369256480428e-08,-1.0027276516525465e-08,-8.109953385419265,1.2364160482788124e-09
COCCOOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.849004281,-1.005166886,1.071052847,-0.361888875,-0.316252716,0.341838469,0.721684709,0.62558011,-0.812600012,-0.414483661,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,106.0629942,186.9396855,1.0,0.0,150,50,2,1748.0,1.7357215970168874e-06,0.0008956148720629053,1.293373415583174e-08,-1.142914139010458e-08,-7.596169309361901,1.5045927657271582e-09
COCCOP(C)(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.96043326,-0.705317197,1.234669185,-0.197142494,-0.253094925,0.278965878,0.547668564,0.610352138,-0.919792071,-0.438522133,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,168.0551455,186.9396855,1.0,0.0,150,50,2,4913.0,1.5634352426408677e-06,0.000830736218358576,7.409271038356126e-09,-6.673632519331859e-09,-9.071891080667736,7.356385190242657e-10
COCCOP(=O)(OC)OF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.930668664,-0.726237568,1.264531784,-0.325255955,-0.096452364,0.274419652,0.65935082,0.526954899,-0.895052461,-0.473766311,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,188.0249883,186.9396855,1.0,0.0,150,50,2,3321.0,1.6134813466249521e-06,0.0008492796430012002,9.178392737778234e-09,-8.201227348135989e-09,-8.392875387388177,9.771653896422466e-10
COCCOC(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.199042028,-1.114139147,0.826715036,-0.257875671,-0.665296273,-0.070153826,0.607672269,0.315458862,-0.500635638,-0.356785587,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,126.0492359,186.9396855,1.0,0.0,150,50,2,3265.0,1.5791027733904816e-06,0.0008353339090177551,9.067756811832904e-09,-8.074403674709222e-09,-8.128432249269578,9.933531371236796e-10
COP(=O)(OC)OCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.864206206,-1.070963403,1.195459079,-0.311196376,-0.095889899,0.13523675,0.498577703,0.472603894,-0.868197314,-0.532396453,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,172.0300737,186.9396855,1.0,0.0,150,50,2,4000.0,1.5495332347297534e-06,0.0008250900337880508,8.200896453610348e-09,-7.337757410041127e-09,-8.501246079308704,8.631390435692237e-10
[CH2]CCCOOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.781923465,-1.480382803,0.800723293,-0.112565348,-0.232797946,0.354609547,0.437055623,0.405522473,-0.641594453,-0.37983102,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,103.0759046,186.9396855,1.0,0.0,150,50,2,3421.0,1.64287120854502e-06,0.0008572323629436499,9.021185762787576e-09,-8.064973083443913e-09,-8.43428795462079,9.56212679343661e-10
COCCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.888534924,-1.532756501,0.90794227,-0.240820551,-0.416103068,0.506807844,0.882704192,0.708296643,-0.830122454,-0.480508619,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,92.06374313,186.9396855,1.0,0.0,150,50,2,285.0,2.1761076425491973e-06,0.0010807966488744348,3.651701377912006e-08,-3.118538170333717e-08,-5.849124857093214,5.331632075782887e-09
[CH]CCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.867737578,-1.496309791,0.863331151,-0.209246011,-0.49012271,0.541553124,0.771577711,0.738896315,-0.787635112,-0.436652911,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,72.05751488,186.9396855,1.0,0.0,150,50,2,479.0,2.0091702226037362e-06,0.0010128542336450838,2.722486922604121e-08,-2.350029315325832e-08,-6.309521592265292,3.7245760727828916e-09
[CH2]OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.815044857,-0.981745187,1.062963531,-0.349765632,-0.283044351,0.33330846,0.639936444,0.666761579,-0.797057796,-0.182423873,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,89.06025453,186.9396855,1.0,0.0,150,50,2,4789.0,1.449419661781445e-06,0.000792786581956376,7.3012903556151305e-09,-6.551541123376721e-09,-8.738309879713805,7.49749232238408e-10
COCCOP,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.904752755,-0.978504803,1.076069733,-0.41041915,-0.426857142,0.274239432,0.679911867,0.619857292,-0.722249105,-0.391565424,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,108.0340162,186.9396855,1.0,0.0,150,50,2,1970.0,1.7027907936250557e-06,0.0008827515925994502,1.199079331983982e-08,-1.0614683264511731e-08,-7.713542404121881,1.37611005532809e-09
COCCCOF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.890195808,-1.534494982,0.903516331,-0.235865546,-0.425754444,0.534302902,0.873815423,0.685763193,-0.851037083,-0.481096005,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,108.0586577,186.9396855,1.0,0.0,150,50,2,369.0,2.089785293529151e-06,0.001040560564577707,3.119249654863481e-08,-2.6660678405577576e-08,-5.8829982942766215,4.531818143057238e-09
COCCOB(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.836963151,-0.985955347,1.066718173,-0.342477277,-0.294339244,0.285064854,0.667730168,0.633903083,-0.794117108,-0.398272877,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,116.1008601,186.9396855,1.0,0.0,150,50,2,2099.0,1.7921696184619888e-06,0.0009176519588474205,1.2162735278254862e-08,-1.0832538383997306e-08,-8.143560123137595,1.3301968942575557e-09
COCCOCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.905780849,-0.683807374,1.221695505,-0.196398062,-0.212803497,0.348873236,0.626139567,0.547142575,-0.981184257,-0.442976971,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,118.0629942,186.9396855,1.0,0.0,150,50,2,2900.0,1.6781620357038898e-06,0.000877296095769643,1.0195251380690649e-08,-9.124891167362197e-09,-8.525065724357347,1.070360213328451e-09
COCCCOC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.936658892,-1.14564572,1.05046839,-0.076673724,-0.351081537,0.508143982,0.646960963,0.683564481,-0.966025506,-0.492818625,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,118.0629942,186.9396855,1.0,0.0,150,50,2,1204.0,1.824412799896344e-06,0.0009321498932502512,1.635024995661422e-08,-1.43565727670931e-08,-7.201051826520393,1.9936771895211193e-09
COCC(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.770953457,-1.476241516,1.059471726,-0.814281476,0.623141205,-0.071816918,1.302966113,0.000795732,0.078093436,-0.195834303,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,110.0543213,186.9396855,1.0,0.0,150,50,2,3851.0,1.3804893858752754e-06,0.0007806907444136595,8.482170198579801e-09,-7.598114856986547e-09,-8.594614499238402,8.84055341593255e-10
COCCOP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.940081997,-0.711042429,1.255354361,-0.258993295,-0.201131331,0.279924169,0.588194946,0.607212583,-0.92676006,-0.450996889,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,184.0500601,186.9396855,1.0,0.0,150,50,2,3893.0,1.6201238047805662e-06,0.0008546133650928925,8.629555215369564e-09,-7.751869129304543e-09,-8.832165910318716,8.776860860650215e-10
COCCO[Si],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.809169372,-0.996830451,1.086543328,-0.334090191,-0.295327074,0.268064588,0.707468397,0.608162252,-0.783134676,-0.411945096,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,103.021531,186.9396855,1.0,0.0,150,50,2,2033.0,1.7522846308002902e-06,0.0009007413526296247,1.2083913515788912e-08,-1.0730395231933947e-08,-7.927780038089052,1.3535182838549655e-09
[CH2]COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.919905991,-1.049954721,1.067676494,-0.29344006,-0.400436326,0.373358445,0.74332704,0.631410752,-0.845732299,-0.399702957,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,103.0759046,186.9396855,1.0,0.0,150,50,2,1275.0,1.834041878766059e-06,0.0009341571583615213,1.5892589298167238e-08,-1.3972167025840958e-08,-7.2755701843199105,1.920422272326278e-09
COCCCB=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.732496371,-1.041917346,0.965101451,-0.121745304,-0.495901255,0.607378932,0.675443876,0.576422481,-0.803771924,-0.842554785,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,100.0695599,186.9396855,1.0,0.0,150,50,2,237.0,2.114157488628764e-06,0.0010619926367961934,3.8065568670268645e-08,-3.230363953055941e-08,-5.606393058174535,5.7619291397092324e-09
COOP(=O)(OC)OCCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.796390748,-1.145630036,1.113563661,-0.3357356,-0.274662573,0.097788708,0.46287816,0.481868284,-0.875520451,-0.459190158,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,198.0293247,186.9396855,1.0,0.0,150,50,2,4966.0,1.5282096151382636e-06,0.0008164450018533709,7.2124517584215725e-09,-6.484213581668592e-09,-8.903973711705111,7.282381767529798e-10
COCP(OC)(OC)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.499108663,-1.330278854,0.872755167,-0.524069667,-0.222032673,0.207689447,0.48511081,0.343542448,-0.592129789,-0.553437409,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,200.0813603,186.9396855,1.0,0.0,150,50,2,3260.0,1.587237889656849e-06,0.0008378620064071833,9.078253877571636e-09,-8.084534069732258e-09,-8.135627372981784,9.9371980783938e-10
COCCOP(C)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.91068634,-0.697677153,1.231082395,-0.26209517,-0.086857428,0.193937524,0.635385733,0.57792414,-0.906931765,-0.511272998,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,156.035159,186.9396855,1.0,0.0,150,50,2,4662.0,1.567740577289551e-06,0.0008315010933328684,7.616801070286712e-09,-6.8504262881996965e-09,-8.938741785767546,7.663747820870148e-10
COCCC#P=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.909454721,-0.948566741,1.160259969,-0.339749569,-0.29899757,0.327955274,0.665238207,0.659923682,-0.913794388,-0.458243786,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,118.0183661,186.9396855,1.0,0.0,150,50,2,1992.0,1.7389459071522285e-06,0.0008970887910115366,1.2214600364352786e-08,-1.084451730939657e-08,-7.915226212138756,1.3700830549562142e-09
COCCOC[Si],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.66634077,-0.857535651,1.00719864,-0.138706369,-0.420443292,0.21742803,0.995976039,0.858814732,-0.744669745,-0.414988489,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,117.0371811,186.9396855,1.0,0.0,150,50,2,1566.0,1.7696715070641164e-06,0.00091396827778289,1.4259485125352073e-08,-1.2614460190206732e-08,-7.668248620858888,1.6450249351453395e-09
CCOP(=O)(CCOC)OCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.946981415,-1.079410966,0.828053081,0.001579239,-0.30729992,0.499081573,0.505496662,0.535152427,-0.680078819,-0.388109502,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,196.0864457,186.9396855,1.0,0.0,150,50,2,4262.0,1.5253055705159258e-06,0.0008145122053778374,7.722170445650997e-09,-6.903045128075131e-09,-8.427337038615933,8.191253175758656e-10
COP(C)(=O)OOCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.822630325,-1.159688112,1.077803078,-0.309532469,-0.165447268,0.081143648,0.513294912,0.48285117,-0.828960843,-0.490365086,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,172.0300737,186.9396855,1.0,0.0,150,50,2,4802.0,1.5593909644553235e-06,0.0008254093944301173,7.354086757524839e-09,-6.605339818005432e-09,-8.82185885426809,7.487469395194089e-10
CCOOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.049282759,-0.965799745,0.846165105,-0.00586034,-0.359978693,0.526337658,0.552423364,0.506290622,-0.556776539,-0.335287036,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,120.0786442,186.9396855,1.0,0.0,150,50,2,2557.0,1.6172389056431478e-06,0.0008492373569228971,1.0274859720557413e-08,-9.095111667428751e-09,-7.709367812312777,1.1797480531286595e-09
COCCOP(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.785097674,-1.033089738,1.133441125,-0.418355328,-0.298352282,0.344523373,0.54715203,0.739552197,-0.661200863,-0.430744207,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,136.0653163,186.9396855,1.0,0.0,150,50,2,2785.0,1.6894119910268313e-06,0.0008758254634421834,1.0197196086278445e-08,-9.092779197011778e-09,-8.233104079972355,1.1044168892666678e-09
COCCC(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.015234625,-1.383355578,0.501223882,-0.054638275,-0.948582146,-0.19975388,0.809929879,0.358786436,-0.270465908,-0.145084355,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,110.0543213,186.9396855,1.0,0.0,150,50,2,3422.0,1.551412756505778e-06,0.0008331612591047761,9.074262286146156e-09,-8.118165323390755e-09,-8.490943533587643,9.560969627554008e-10
COOCCOP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.7630179,-1.150534615,1.088651515,-0.301416457,-0.159650446,0.184225161,0.507961036,0.522139077,-0.894193536,-0.481172083,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,200.0449748,186.9396855,1.0,0.0,150,50,2,4090.0,1.6069414295840646e-06,0.0008466441461991434,8.273960750142168e-09,-7.428087009603195e-09,-8.78155527664232,8.458737405389729e-10
[CH]CCCOOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.821370812,-1.488835203,0.797580047,-0.165940489,-0.238501333,0.357750623,0.422256302,0.459001121,-0.620350429,-0.399424401,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,102.0680796,186.9396855,1.0,0.0,150,50,2,3633.0,1.5890307154289367e-06,0.000837746578805437,8.611077131384397e-09,-7.692353961109026e-09,-8.372874669965467,9.187231702753711e-10
COCCC[Al],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.890244006,-1.502222464,0.886459939,-0.19188086,-0.539598777,0.565951434,0.84079021,0.725763004,-0.823924026,-0.440577417,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,100.0468785,186.9396855,1.0,0.0,150,50,2,376.0,2.094027054009784e-06,0.0010434342054847115,3.1274769070809476e-08,-2.6778908617954e-08,-5.956347822349728,4.49586045285548e-09
COCCCOP(C)(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.002007172,-1.196877998,1.050168922,-0.036273974,-0.447785977,0.559686388,0.672765359,0.733404197,-1.008277352,-0.485605084,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,182.0707956,186.9396855,1.0,0.0,150,50,2,1031.0,1.8081296329084685e-06,0.0009291461845216715,1.7495218555771985e-08,-1.5300728078974154e-08,-6.9723374244488525,2.1944904767978354e-09
COCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.733263074,-1.465416306,0.980643777,-0.527504148,-0.343310795,0.24767629,0.848856896,0.646786178,-0.778567039,-0.45096956,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,78.04809306,186.9396855,1.0,0.0,150,50,2,656.0,1.9764862040599924e-06,0.0009992799849618417,2.3310219138681106e-08,-2.033147056278262e-08,-6.8255074386900825,2.978748575898488e-09
COP(=O)(OC)OCCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.925598717,-1.238684192,1.037577889,-0.074643271,-0.108436347,0.324667558,0.542585853,0.502205802,-0.881496944,-0.528464117,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,186.0457237,186.9396855,1.0,0.0,150,50,2,2585.0,1.6381973886027763e-06,0.0008585033854213685,1.0446979176886343e-08,-9.279600949195208e-09,-7.94909544231315,1.1673782276911356e-09
COCCOP(=O)(OC)OP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.93176844,-0.696143523,1.240027403,-0.260860942,-0.188229129,0.282493218,0.602529126,0.616804293,-0.889428174,-0.427889013,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,278.0320407,186.9396855,1.0,0.0,150,50,2,4917.0,1.4004003205425278e-06,0.0007836149846860565,7.327858380349454e-09,-6.592894755237766e-09,-8.970368777415201,7.349636251116868e-10
COCCO[Al](C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.802499678,-1.005764239,1.055009087,-0.308664097,-0.309394225,0.280236692,0.768868761,0.714672337,-0.757963535,-0.353307211,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.0730933,186.9396855,1.0,0.0,150,50,2,2485.0,1.7167824107687317e-06,0.0008860088074210338,1.0935924336820684e-08,-9.731662954617339e-09,-8.081022192052739,1.2042613822033454e-09
COP(=O)(OC)OCCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.807585686,-1.165273334,1.099125973,-0.343264644,-0.273309116,0.101241347,0.463838978,0.473398876,-0.892936227,-0.460541317,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,182.0344101,186.9396855,1.0,0.0,150,50,2,4771.0,1.5611389887555658e-06,0.0008275427007401489,7.443434248078391e-09,-6.691050246088216e-09,-8.893132002261241,7.523840019901756e-10
CCOP(=O)(CCOC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.969299631,-1.058433887,0.851618599,-0.015130555,-0.335621363,0.535261603,0.534026288,0.55893735,-0.721801394,-0.362164927,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,182.0707956,186.9396855,1.0,0.0,150,50,2,3194.0,1.6497848502842022e-06,0.0008609980296840538,9.342314438095822e-09,-8.337412829550263e-09,-8.29674543124415,1.0049016085455589e-09
COCCCCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.995311361,-1.195552,1.05867847,-0.054185015,-0.479686116,0.508146879,0.694151502,0.670985931,-1.013756303,-0.45774315,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,116.0837296,186.9396855,1.0,0.0,150,50,2,694.0,1.981691096575395e-06,0.0009972892592716796,2.2469811469776157e-08,-1.959551885090687e-08,-6.817510062220289,2.874292618869287e-09
COOCC[SiH3],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.641906722,-1.442968471,0.903022206,-0.425572334,-0.154129499,0.126189991,0.456458034,0.383185382,-0.611988667,-0.392353681,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,106.0450061,186.9396855,1.0,0.0,150,50,2,4933.0,1.6048394951507576e-06,0.0008431847258944991,7.402996247856527e-09,-6.6702796055473215e-09,-9.103491336740339,7.327166423092055e-10
[CH2]CCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.77606833,-1.311904465,0.903699013,-0.417773981,-0.390068877,0.376096592,0.731034754,0.685805604,-0.860088329,-0.43717145,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,73.06533991,186.9396855,1.0,0.0,150,50,2,1050.0,1.875838314262187e-06,0.0009564911612529009,1.8008500960128984e-08,-1.5838114321224665e-08,-7.2973699880590175,2.1703866389043194e-09
COCCCOP=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.924175042,-1.136653446,1.07324735,-0.055652394,-0.364455272,0.526304392,0.63593779,0.734860914,-0.874727485,-0.476340505,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,136.0289308,186.9396855,1.0,0.0,150,50,2,1232.0,1.8425427865764052e-06,0.0009378394240218273,1.621591962693026e-08,-1.4249532098344367e-08,-7.246553332542632,1.966387528585892e-09
