solv_comb_sm,salt_comb_sm,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,salt_ecfp_pca_0,salt_ecfp_pca_1,salt_ecfp_pca_2,salt_ecfp_pca_3,salt_ecfp_pca_4,salt_ecfp_pca_5,salt_ecfp_pca_6,salt_ecfp_pca_7,salt_ecfp_pca_8,salt_ecfp_pca_9,mol_wt_solv,mol_wt_salt,conc_salt_1,conc_salt_2,theor_capacity,amt_electrolyte,pressure_type,rank,prediction_aggr,uncertainty_aggr,explore_aggr,exploit_aggr,ratio_aggr,EI_aggr
COCCOCS(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.94834391,-0.674372923,1.185373058,-0.224332061,-0.206644176,0.267148836,0.672620031,0.625392353,-0.920152065,-0.459232727,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,168.0456299,186.9396855,1.0,0.0,150,50,2,3962.0,1.6091713762118676e-06,0.0008471059138069033,9.402290300889405e-09,-8.33884113207647e-09,-7.841316140558588,1.0634491688129335e-09
COCC(CF)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.688384009,-1.412760607,1.01508385,-0.727325603,0.307981452,0.005798094,0.967864199,0.184303405,-0.149514423,-0.262296639,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,152.0848725,186.9396855,1.0,0.0,150,50,2,4631.0,1.5299712981571157e-06,0.0008132588282876515,8.39438212207469e-09,-7.4334118459950786e-09,-7.7353192195710205,9.609702760796102e-10
COCCCCCP=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.022154616,-1.190716118,1.0441867,0.097784184,-0.388162368,0.668835128,0.702991415,0.595409767,-0.948523889,-0.463072784,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,148.0653163,186.9396855,1.0,0.0,150,50,2,614.0,1.960192945226058e-06,0.0009867762061852566,2.3227424193313965e-08,-1.989418196308034e-08,-5.968417711330268,3.33324223023362e-09
COCCOCCO[SiH2]C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.865569659,-1.045338443,1.101228649,-0.363753522,-0.364638471,0.387629549,0.795581686,0.718932441,-0.79940435,-0.456033589,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,164.0868709,186.9396855,1.0,0.0,150,50,2,1202.0,1.8526841949747944e-06,0.000939232140129787,1.685135020257802e-08,-1.4616025948583633e-08,-6.5386602961363165,2.2353242539943876e-09
COCC(P)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.721232542,-1.444712612,1.011562242,-0.746163943,0.096648745,0.035887882,0.899802086,0.189118994,-0.09865699,-0.204763624,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,152.0602309,186.9396855,1.0,0.0,150,50,2,4688.0,1.5164631025481142e-06,0.0008088976054934386,8.338367779667674e-09,-7.38362746647114e-09,-7.733650045372304,9.547403131965337e-10
CCO[Si]CCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.975170494,-1.342195279,0.704351965,-0.191929982,-0.601353448,0.428205829,0.589997335,0.539018146,-0.455080968,-0.306450591,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.0606562,186.9396855,1.0,0.0,150,50,2,2717.0,1.6334755888387956e-06,0.0008519279428822842,1.1020957244130375e-08,-9.659904113605635e-09,-7.097374743836301,1.3610531305247417e-09
COCCCOS(C)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.939569971,-1.154555957,0.992939453,-0.053932193,-0.374793416,0.453281715,0.695025658,0.735766264,-0.977918759,-0.484980515,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,152.0507152,186.9396855,1.0,0.0,150,50,2,1425.0,1.8125348015345923e-06,0.0009263524967883231,1.5768634570469182e-08,-1.3744207635515154e-08,-6.789184335678324,2.024426934954026e-09
COCC(OC)(OC)OOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.755175955,-1.361724448,1.067381679,-0.684726354,0.176854715,0.063540615,0.871849156,0.261100417,-0.160477543,-0.268178572,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,166.0841235,186.9396855,1.0,0.0,150,50,2,4121.0,1.5361092194040841e-06,0.0008145187695610453,8.854035776618953e-09,-7.815952551159374e-09,-7.529215730944026,1.0380832254595786e-09
COCCOCCOC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.027471898,-1.102075932,1.207577722,-0.479811658,0.170558721,0.336916267,1.319429513,0.418425531,-0.575610842,-0.434727005,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,188.0660289,186.9396855,1.0,0.0,150,50,2,157.0,2.1115641245688014e-06,0.0010450905062504043,3.573119555920511e-08,-2.950057225845382e-08,-4.7347706376176895,6.2306233007512905e-09
CCC(C)(C)OOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.100572181,-1.086448821,0.973436582,-0.247731098,0.257394181,0.352426027,1.356468405,0.159498793,0.166196256,-0.090079991,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,162.1255944,186.9396855,1.0,0.0,150,50,2,2498.0,1.4800446461748909e-06,0.0008070859543914617,1.1406926132673004e-08,-9.976998082054595e-09,-6.977272791970038,1.429928050618411e-09
COCC(F)(F)C(C)(C)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.757504853,-1.470714408,1.064857894,-0.815408122,0.642545669,-0.084378779,1.319182784,0.009259363,0.089250196,-0.215736078,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,156.0761996,186.9396855,1.0,0.0,150,50,2,4627.0,1.463376077410363e-06,0.0007981730903397331,8.557026597548932e-09,-7.595579229682493e-09,-7.9001508387692105,9.614473678664385e-10
O=CC1CCCCC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.228588537,-0.695544885,0.961542874,-0.309170097,-0.00130519,0.053504325,-0.362744491,-0.690902365,-0.968922904,-0.856408953,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,126.0680796,186.9396855,1.0,0.0,150,50,2,2664.0,1.2663511579743992e-06,0.0007577648935966543,1.1682488606774173e-08,-1.0307276457404372e-08,-7.495044646113495,1.3752121493698026e-09
COCCC(OC)P=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.030267052,-1.040453549,0.816895119,-0.278486421,-0.976888487,-0.267237552,0.71217878,0.508969254,-0.696115692,-0.299255063,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,150.0445808,186.9396855,1.0,0.0,150,50,2,4768.0,1.5174100920675452e-06,0.0008136004319795662,8.451232712897434e-09,-7.508159179730157e-09,-7.961371956346059,9.430735331672774e-10
CON1CCCCC1F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.387886188,-0.563091474,0.710048805,-0.271312938,-0.477142068,0.056230952,0.779760318,-0.371769927,-0.169923953,-0.757675863,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,133.0902922,186.9396855,1.0,0.0,150,50,2,1103.0,1.5278301775248624e-06,0.0008526950553621796,1.8106579403800954e-08,-1.574923619969912e-08,-6.680926295456291,2.357343204101833e-09
[CH2]CCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.884791977,-1.036551866,1.086756061,-0.346428556,-0.358584534,0.417707441,0.802704814,0.678437944,-0.888209296,-0.4364655,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,161.1177694,186.9396855,1.0,0.0,150,50,2,1124.0,1.864596269515067e-06,0.0009442693804709476,1.7442646184739576e-08,-1.5117229038592226e-08,-6.500867624390664,2.325417146147348e-09
COCCC1C(=O)CCC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.39854292,-0.771137864,1.254741105,-0.25161329,-0.617887369,0.496747011,0.514472634,0.094649567,-1.119958702,-0.247804237,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,156.0786442,186.9396855,1.0,0.0,150,50,2,749.0,1.6835874189090827e-06,0.0009067751976731254,2.1701918484456965e-08,-1.874281650374704e-08,-6.333954228657702,2.9591019807099294e-09
COCCOCCC[SiH3],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.715197186,-0.958236509,0.953875858,-0.131717645,-0.475394718,0.822794107,0.949948998,0.293618041,-0.857225849,-0.448593731,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,148.0919563,186.9396855,1.0,0.0,150,50,2,146.0,2.161778869452725e-06,0.0010698508696831645,3.782943623855163e-08,-3.141110699210427e-08,-4.893969409483124,6.418329246447364e-09
COCCOCCCOCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.779834812,-0.638004781,1.062892804,0.045318433,-0.427401551,0.828431648,0.714524202,0.274798558,-1.063681045,-0.501648219,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,176.104859,186.9396855,1.0,0.0,150,50,2,643.0,1.9030624799906618e-06,0.000974440445177951,2.3265298736306255e-08,-2.0014474231978467e-08,-6.156737838457098,3.2508245043277936e-09
COC[CH]OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.84344452,-0.971524932,1.053921564,-0.383856395,-0.318429397,0.267182909,0.658530812,0.588566394,-0.792549623,-0.392822905,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,133.0864693,186.9396855,1.0,0.0,150,50,2,2570.0,1.711640514099185e-06,0.0008814837020756027,1.1599770801449951e-08,-1.0193717830698962e-08,-7.249881791618688,1.4060529707509893e-09
COP(=O)(OCCCF)OCCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.915957707,-1.228852668,1.048635907,-0.072410848,-0.102591128,0.339344311,0.531144245,0.503482945,-0.862935433,-0.522913907,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,232.067602,186.9396855,1.0,0.0,150,50,2,3080.0,1.5950504696600504e-06,0.0008446989549233127,1.0546716111678524e-08,-9.299288357995756e-09,-7.454771092387163,1.2474277536827684e-09
CCOOCCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.100375763,-1.468403782,0.682528888,0.198256671,-0.586173962,0.816743304,0.672561544,0.628411013,-0.648744821,-0.353535079,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,148.1099444,186.9396855,1.0,0.0,150,50,2,1134.0,1.7815301357010703e-06,0.0009141684571799458,1.703218928951678e-08,-1.4715054280768432e-08,-6.3505381538890635,2.3171350087483447e-09
COP(=O)(OC)OCCCCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.001210236,-1.289257444,1.067816653,0.121382817,-0.17333169,0.506760144,0.526427239,0.443957571,-0.879147343,-0.512600378,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,214.0770238,186.9396855,1.0,0.0,150,50,2,1687.0,1.7022051130583978e-06,0.0008873384773922286,1.4343950694979115e-08,-1.2519335992384686e-08,-6.861358715669329,1.824614702594429e-09
COCCOP(F)(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.74898851,-0.973953123,1.062671461,-0.444437251,-0.252071159,0.345966232,0.768631007,0.3958563,-0.784687516,-0.626619392,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,182.011979,186.9396855,1.0,0.0,150,50,2,600.0,1.9678576227071087e-06,0.0009871109275334871,2.3138439080908044e-08,-1.976894463207679e-08,-5.867035821630114,3.369494448831255e-09
COCC(C)(F)CF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.545365162,-1.349317158,0.991184832,-0.868157491,0.538612021,0.055702428,1.285207117,-0.097426616,0.183428704,-0.572983983,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,124.0699714,186.9396855,1.0,0.0,150,50,2,1174.0,1.7087927301615831e-06,0.0009017490196854726,1.7437795688328465e-08,-1.516108209241793e-08,-6.659196009392877,2.276713595910533e-09
COCC(OC)OP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.089701006,-1.14545354,0.964688978,-0.556905239,-0.93404421,-0.142237253,0.606341789,0.514411854,-0.750663412,-0.390351997,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,214.0606248,186.9396855,1.0,0.0,150,50,2,3271.0,1.5476324443174105e-06,0.0008305061060037834,1.0342172418885737e-08,-9.139364635468643e-09,-7.598358408942397,1.2028077834170942e-09
COP(=O)(OCCC=O)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.888871677,-1.15791291,1.221061338,-0.514738722,0.324710622,-0.010498705,1.116135755,0.143935714,-0.372750259,-0.24717068,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0864457,186.9396855,1.0,0.0,150,50,2,1955.0,1.6708960539965583e-06,0.000867846235055787,1.2930479239068496e-08,-1.1264574463649052e-08,-6.761835748272489,1.6659047754194446e-09
COC1CCN(P)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.955440294,-0.73440794,0.827320093,0.091839418,-0.989702869,-0.029627335,0.720004775,-0.133088497,-0.225659639,0.164886187,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,133.0656506,186.9396855,1.0,0.0,150,50,2,4014.0,1.012492694436537e-06,0.0006730149396953223,9.17170669284399e-09,-8.11681371648813e-09,-7.694442847204983,1.0548929763558609e-09
COCCCSF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.076521782,-1.627084993,0.726961907,0.067258901,-0.487387541,0.568530367,0.75579136,0.580471697,-0.578980341,-0.429220505,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,124.0358141,186.9396855,1.0,0.0,150,50,2,629.0,1.920853731275737e-06,0.0009688580976009179,2.242269546325484e-08,-1.9131759798608155e-08,-5.813471227691756,3.290935664646686e-09
COCCCCCOOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.960888421,-1.546757936,0.918872512,0.000498084,-0.587451996,0.765768352,0.822578822,0.694521525,-0.89067475,-0.429574916,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,148.1099444,186.9396855,1.0,0.0,150,50,2,240.0,2.109197934290655e-06,0.001051028586335432,3.328923945396311e-08,-2.798526361707709e-08,-5.27628037489465,5.303975836886011e-09
COCCOCO[Al],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.908749005,-1.007381772,1.020200632,-0.356926354,-0.354035249,0.397623495,0.744207048,0.647479837,-0.82799753,-0.423661375,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.0367078,186.9396855,1.0,0.0,150,50,2,1462.0,1.8211752557482983e-06,0.0009251824579454347,1.5384223151272526e-08,-1.3387808969815616e-08,-6.705927604684559,1.9964141814569092e-09
COCCCOC(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.177649864,-1.420036219,0.473272846,-0.42335227,-1.150983167,-0.188765848,0.659484893,0.471217035,-0.633834879,-0.398937963,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.1150298,186.9396855,1.0,0.0,150,50,2,2737.0,1.6144607277381622e-06,0.0008538718281187416,1.1360074926536053e-08,-1.0005623821049986e-08,-7.387216696507699,1.3544511054860671e-09
COP(=O)(COCC(F)(F)F)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.747054131,-1.059671092,1.041256901,-0.584595845,0.594270282,0.017026951,0.905999053,0.068633209,-0.548424302,-0.46537036,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,222.0268801,186.9396855,1.0,0.0,150,50,2,3724.0,1.5257088236724957e-06,0.0008137851149131217,9.323640578752431e-09,-8.217986574601317e-09,-7.432692816873413,1.1056540041511147e-09
COCCCOOC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.995188236,-1.434610624,0.971832278,-0.430909088,0.10849458,0.450950452,1.588553137,0.381409377,-0.263571121,-0.227476029,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,162.1255944,186.9396855,1.0,0.0,150,50,2,148.0,2.0789688013268964e-06,0.0010375397837119073,3.626461867995066e-08,-2.9893822485590726e-08,-4.692321269365944,6.370796194359933e-09
CCOP(CCCOC)OCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.047145488,-1.466307634,0.667359166,0.208594721,-0.502654287,0.753535634,0.663459961,0.644097037,-0.630475483,-0.385303166,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,194.1071811,186.9396855,1.0,0.0,150,50,2,2212.0,1.6291529488907106e-06,0.0008568195391940668,1.23831873361354e-08,-1.0835937241216203e-08,-7.003352125683403,1.5472500949191968e-09
COP(=O)(OC)OC1CCCCN(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.70937241,-0.196131693,1.083045073,0.273091525,-0.665977414,-0.247994529,0.643196305,0.179034627,-0.751931338,-0.819578594,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,251.0922593,186.9396855,1.0,0.0,150,50,2,2149.0,1.1090956766768205e-06,0.0007291554730709813,1.3550674575475794e-08,-1.197808277491292e-08,-7.616778092462157,1.5725918005628745e-09
COCCC[AlH]C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.870323645,-1.501553532,0.876795006,-0.198905783,-0.491166788,0.574024968,0.803492771,0.738551604,-0.804652078,-0.443823155,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,116.0781787,186.9396855,1.0,0.0,150,50,2,463.0,2.0105433015712694e-06,0.001006642414366464,2.630017926144329e-08,-2.2350692367587815e-08,-5.65913825473393,3.949486893855477e-09
COCCOP(=S)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.817483384,-1.007061488,1.134222471,-0.409002833,-0.345943052,0.342980251,0.662794953,0.626760788,-0.805598367,-0.415653827,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,200.0272165,186.9396855,1.0,0.0,150,50,2,2382.0,1.660829754431468e-06,0.0008657467628059825,1.2001404869107358e-08,-1.052861020505364e-08,-7.14872918949523,1.4727946640537187e-09
COC1CCCN(C)C(=O)CC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.619437203,-0.272085928,1.211551513,0.50525531,-0.553600365,-0.165203528,0.530926308,0.08324628,-0.692827607,-0.534860851,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,171.1259288,186.9396855,1.0,0.0,150,50,2,2980.0,1.1144548875724401e-06,0.0007190449326725199,1.1243216121338354e-08,-9.97040991746954e-09,-7.833407699588162,1.272806203868813e-09
COCCOCC[SiH2]C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.874821033,-1.059227544,1.036050929,-0.333977526,-0.406073324,0.375231768,0.809414619,0.675668283,-0.78284111,-0.370988204,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,148.0919563,186.9396855,1.0,0.0,150,50,2,1441.0,1.804307444351237e-06,0.0009185201172250987,1.5391349886626994e-08,-1.3379790319074372e-08,-6.6514512097461695,2.0115595675526224e-09
[CH]OC1CCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.955750828,-1.088793096,0.560811052,-0.404929251,-0.163751476,0.480892206,-0.110235632,-0.871968837,-0.538734344,-0.787862592,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,98.07316494,186.9396855,1.0,0.0,150,50,2,1501.0,1.4863239802083254e-06,0.0008316536310018814,1.543025492012178e-08,-1.3477456365185719e-08,-6.90161119339163,1.952798554936061e-09
CCOP(=O)(OCC)OCCC(C)(C)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.154524058,-1.155563595,1.047756285,-0.23818613,0.422354889,0.388952249,1.370283698,0.165614504,0.046338523,-0.226948409,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,268.1439605,186.9396855,1.0,0.0,150,50,2,2325.0,1.4887606251645212e-06,0.000809832461357271,1.1769494825138623e-08,-1.0271434156976638e-08,-6.856487440911831,1.4980606681619852e-09
[CH2]CCCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.942463669,-1.548328143,0.921886862,0.013934826,-0.559784722,0.74252718,0.804274324,0.684322561,-0.856395351,-0.429277643,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,115.1122901,186.9396855,1.0,0.0,150,50,2,193.0,2.123691793372826e-06,0.0010565645740081503,3.503361611712926e-08,-2.9318246094862582e-08,-5.129719682302418,5.715370022266677e-09
COCC(F)(CF)CF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.685075499,-1.484015549,1.024625604,-0.702394563,0.357084436,-0.027492684,1.023183568,0.115309559,-0.162261944,-0.299105972,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,142.0605496,186.9396855,1.0,0.0,150,50,2,3380.0,1.603688293025869e-06,0.0008427358633366192,1.0013461379479133e-08,-8.832236067412077e-09,-7.477181514131575,1.1812253120670539e-09
COCCOP(=O)(OC(C)(C)C)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.069063245,-0.645307338,1.286590967,-0.441358028,0.508354743,0.220451445,1.3181033,0.242406404,-0.319783804,-0.261151875,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,268.1439605,186.9396855,1.0,0.0,150,50,2,2392.0,1.489809880251855e-06,0.000809950010329893,1.1590498496155218e-08,-1.012119015617073e-08,-6.888404483076429,1.4693083399844875e-09
COCCCO[AlH2],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.905150442,-1.519820882,0.862412772,-0.208645488,-0.449527003,0.582203982,0.897495053,0.72882469,-0.748591951,-0.431046717,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,118.0574432,186.9396855,1.0,0.0,150,50,2,381.0,2.0430712687271455e-06,0.0010194196882977106,2.859380581818849e-08,-2.415316927027771e-08,-5.439123199947815,4.4406365479107815e-09
COP(=O)(OC)OCCCCCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.022819954,-1.278035435,1.062664548,0.139382581,-0.367450401,0.522831728,0.461705293,0.442031712,-0.934755719,-0.461183249,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,224.0813603,186.9396855,1.0,0.0,150,50,2,1957.0,1.6636834927444633e-06,0.0008759166175659472,1.3456845582892806e-08,-1.1791007801576871e-08,-7.078124853347082,1.6658377813159337e-09
COCCC1CCCN1C=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.053591786,-0.244468118,0.810661367,0.004993319,-1.059516658,0.405291708,1.195778621,0.239501745,-0.535133361,-0.525626664,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,157.1102787,186.9396855,1.0,0.0,150,50,2,342.0,1.6768614936757578e-06,0.0009262535750433402,3.1547582492321884e-08,-2.6820701067824965e-08,-5.674079516534411,4.726881424496919e-09
COCCOC1CCCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.514236949,-0.478919602,1.071771022,-0.845307183,-0.471537483,0.890541163,0.807880633,-0.232087897,-0.312980391,0.761861689,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,146.0942943,186.9396855,1.0,0.0,150,50,2,2243.0,8.120033310026514e-07,0.0006357132214638759,1.2516369991068296e-08,-1.0983603190622199e-08,-7.16586710217466,1.532766800446097e-09
COC1CCCC(=O)N1OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.194847348,-0.478237828,1.29868692,-0.113351434,-0.306469224,-0.063943626,0.103942341,-0.233655471,-0.772427028,-0.504077945,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,159.0895433,186.9396855,1.0,0.0,150,50,2,4510.0,1.2009397704165082e-06,0.0007297137129975916,8.869162885160777e-09,-7.89139660549405e-09,-8.070841436855263,9.777662796667291e-10
