solv_comb_sm,salt_comb_sm,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,salt_ecfp_pca_0,salt_ecfp_pca_1,salt_ecfp_pca_2,salt_ecfp_pca_3,salt_ecfp_pca_4,salt_ecfp_pca_5,salt_ecfp_pca_6,salt_ecfp_pca_7,salt_ecfp_pca_8,salt_ecfp_pca_9,mol_wt_solv,mol_wt_salt,conc_salt_1,conc_salt_2,theor_capacity,amt_electrolyte,pressure_type,rank,prediction_aggr,uncertainty_aggr,explore_aggr,exploit_aggr,ratio_aggr,EI_aggr
COCC(F)(CF)CF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.685075499,-1.484015549,1.024625604,-0.702394563,0.357084436,-0.027492684,1.023183568,0.115309559,-0.162261944,-0.299105972,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,142.0605496,186.9396855,1.0,0.0,150,50,2,1676.0,1.8109493326315165e-06,0.000880225730996989,1.666132098168907e-08,-1.4053858576011934e-08,-5.389860480984487,2.6074624056771357e-09
COCCOP(=O)(OC(C)(C)C)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.069063245,-0.645307338,1.286590967,-0.441358028,0.508354743,0.220451445,1.3181033,0.242406404,-0.319783804,-0.261151875,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,268.1439605,186.9396855,1.0,0.0,150,50,2,865.0,1.6825145058263401e-06,0.0008608449265386092,2.2262613436547124e-08,-1.846623943843188e-08,-4.864178146726241,3.796373998115241e-09
COP(=O)(F)C(Cl)(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.634001986,-1.166772999,1.222286504,-0.56842144,0.512379438,-0.217763577,0.611798084,0.093772607,-0.55789249,-0.431486865,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,213.8920272,186.9396855,1.0,0.0,150,50,2,767.0,1.6187525785119611e-06,0.000820326458166547,2.2298892516621364e-08,-1.8161066847673828e-08,-4.389036247699902,4.137825668947535e-09
COCC(OC)O[Si],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.055146919,-1.098871251,0.905873947,-0.51211678,-0.698840237,-0.259746759,0.477411789,0.38305814,-0.582812556,-0.364273563,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,133.0320957,186.9396855,1.0,0.0,150,50,2,3199.0,1.6636957739125453e-06,0.0008290650416585448,1.3268679327723655e-08,-1.1334562138002333e-08,-5.860328525199387,1.9341171897213212e-09
COCCCO[AlH2],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.905150442,-1.519820882,0.862412772,-0.208645488,-0.449527003,0.582203982,0.897495053,0.72882469,-0.748591951,-0.431046717,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,118.0574432,186.9396855,1.0,0.0,150,50,2,1365.0,1.8827751017683268e-06,0.0009336900331742727,1.9719796841647176e-08,-1.6800039332247007e-08,-5.753915959855987,2.9197575094001705e-09
COCCOCCOP(=O)(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.024598651,-0.759238816,1.296168844,-0.34264444,0.149614739,0.310126521,1.080490071,0.440192903,-0.727033374,-0.498127597,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,235.9772008,186.9396855,1.0,0.0,150,50,2,817.0,1.986366540207574e-06,0.0009706340638527685,2.4586799584781408e-08,-2.064210559364709e-08,-5.23287880886074,3.944693991134322e-09
CCCOP(=O)(OC)C(C)(C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.075824934,-1.296849151,0.924272611,0.13258052,0.352652287,0.350310738,0.993211189,-0.059159819,0.204535769,-0.087480772,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,210.1020957,186.9396855,1.0,0.0,150,50,2,4884.0,1.3120211393758048e-06,0.0007178453503030606,1.1122370988408918e-08,-9.539800484118469e-09,-6.028041378412826,1.582570504290447e-09
COCCC1CCCN1C=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.053591786,-0.244468118,0.810661367,0.004993319,-1.059516658,0.405291708,1.195778621,0.239501745,-0.535133361,-0.525626664,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,157.1102787,186.9396855,1.0,0.0,150,50,2,1888.0,1.1728808943068163e-06,0.0007093065614983296,1.6418375193684935e-08,-1.3971329515108555e-08,-5.7094682119856,2.447045678576377e-09
COP(=O)(OC)C(Cl)(Cl)CCl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.679230137,-1.133729989,1.127142617,-0.418205358,0.374132106,-0.089178935,0.615559558,0.161322713,-0.521356778,-0.363000044,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,239.9276638,186.9396855,1.0,0.0,150,50,2,959.0,1.5556100640121205e-06,0.0007936142881927272,1.996804095997428e-08,-1.638654534028681e-08,-4.575335859748103,3.5814956196874647e-09
COCCOCCOCP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.030683988,-0.716038121,1.318200802,-0.384160192,0.073432611,0.351494259,1.051508423,0.446706667,-0.730277022,-0.410468869,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,242.091925,186.9396855,1.0,0.0,150,50,2,1332.0,1.8710032876912332e-06,0.0009262459680069191,1.9834479400702106e-08,-1.6871950074743363e-08,-5.6951166447215495,2.9625293259587452e-09
COCCOCCN1C(=O)C(=O)N(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.131174821,-0.340271648,1.304048478,0.630353964,-0.248510899,-0.330123988,1.106360124,1.441076729,-1.039374422,-0.528488164,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,230.0902715,186.9396855,1.0,0.0,150,50,2,3236.0,1.1617899983164671e-06,0.0007369948681533579,1.53349576984455e-08,-1.3411763417372828e-08,-6.973691399442147,1.9231942810726736e-09
COP(C)(=O)OC(C)(C)CC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.80359574,-1.097354428,1.123128339,-0.471354753,0.570215132,-0.114009846,0.986796225,0.040102984,-0.096822929,-0.226000759,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,222.1384812,186.9396855,1.0,0.0,150,50,2,727.0,1.567517181349541e-06,0.0008015655099677076,2.2623627621005515e-08,-1.8337355573307168e-08,-4.278159521664988,4.286272047698347e-09
COCC(F)(F)COP(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.736130735,-1.490377708,1.011420845,-0.733403155,0.374748016,-0.031336844,1.017470051,0.163914146,-0.218718649,-0.329648987,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,186.0621227,186.9396855,1.0,0.0,150,50,2,31.0,2.2084248535017588e-06,0.0010340692760151596,6.07599554962257e-08,-3.924193840352893e-08,-1.8236781871898264,2.1518017092696764e-08
COCCOCCCN1C(=O)C(=O)N(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.074071029,-0.220947895,1.122484592,0.905275647,-0.49417278,0.079051177,1.22757079,1.083973396,-1.088502048,-0.611758728,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,244.1059216,186.9396855,1.0,0.0,150,50,2,3214.0,1.2042488497624337e-06,0.0007525324246347106,1.555590544652074e-08,-1.3626764700975343e-08,-7.063644647204229,1.9291407455454004e-09
CCOC(COC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.278964303,-1.09332889,0.666452763,-0.157200783,-0.77065097,-0.065473082,0.295179923,0.266464583,-0.336835866,-0.286735535,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,134.0942943,186.9396855,1.0,0.0,150,50,2,1637.0,1.4793288034224568e-06,0.000765524201283994,1.6032280722983904e-08,-1.3385256973953586e-08,-5.056719637992292,2.6470237490303174e-09
COP(=O)(C(C)(C)C)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.681725241,-1.100331891,1.281036977,-0.570417214,0.653803438,-0.164892903,0.877035868,0.00768484,-0.277227813,-0.277060704,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,192.1279165,186.9396855,1.0,0.0,150,50,2,810.0,1.5948004230196356e-06,0.0008123292934017121,2.1672581027350664e-08,-1.7702988939739002e-08,-4.4596493919329,3.9695920876116625e-09
COCCCCC[Si],[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.035971747,-1.499183089,0.737019539,-0.097760823,-0.808746069,0.380287916,0.724520042,0.59757662,-0.759278707,-0.413676138,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,129.0735666,186.9396855,1.0,0.0,150,50,2,1154.0,1.8109915631036712e-06,0.0009049345430481638,2.0372124836709087e-08,-1.7163688200916593e-08,-5.349548752013019,3.208436635792495e-09
CCOC(C)(C)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.173590362,-0.99681646,0.927390326,-0.186558606,0.302072726,0.408911978,1.256693623,0.188685697,-0.038753777,-0.195343853,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,162.1255944,186.9396855,1.0,0.0,150,50,2,1530.0,1.6939373335788176e-06,0.0008543783222470393,1.7563028247186567e-08,-1.4819424115091228e-08,-5.401444013635226,2.743604132095337e-09
COCCCN1CCN(C)CC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.376948988,-0.591736404,1.200099849,0.90923845,-0.503844547,-0.172399945,1.180435832,1.570340408,-0.918914427,-0.368974793,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,186.1368278,186.9396855,1.0,0.0,150,50,2,3469.0,1.0491449348241224e-06,0.000696772450671794,1.462621996686919e-08,-1.2774656533979933e-08,-6.89938908225566,1.8515634328892543e-09
COCCC(C)CN1C(=O)CN(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.074203282,-0.633254496,0.836622228,0.276494752,-1.271288909,-1.216135436,0.673267477,0.93984735,-0.788562031,-0.186236116,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,214.1317424,186.9396855,1.0,0.0,150,50,2,4417.0,8.645291961701874e-07,0.0006117243209221796,1.192887860643268e-08,-1.027828251772987e-08,-6.2270125247948975,1.6505960887028104e-09
COCCC1CCC(=O)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.430256719,-0.735895285,1.250017118,-0.235063162,-0.584214226,0.50625497,0.54455206,0.099335856,-1.121018766,-0.289353144,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,156.0786442,186.9396855,1.0,0.0,150,50,2,4390.0,1.1884284147945595e-06,0.000697769629912419,1.1981286288619391e-08,-1.0326967949735005e-08,-6.242430919734077,1.6543183388843856e-09
CCCOC[SiH2]OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.901173172,-1.624327369,0.582616138,0.226203249,-0.311713559,0.447155305,0.29983869,0.163298358,-0.103089242,-0.252479723,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,134.0763062,186.9396855,1.0,0.0,150,50,2,1899.0,1.3513767185694356e-06,0.0007181735796647421,1.491972129425625e-08,-1.2478386228551753e-08,-5.111296029720056,2.441335065704498e-09
COCCOC(C)(C)CCl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.032227684,-1.028389782,1.191612428,-0.515926703,0.345963612,0.244777525,1.41225735,0.240026851,-0.270926448,-0.271482711,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,166.0760574,186.9396855,1.0,0.0,150,50,2,436.0,2.125303907607815e-06,0.0010075027530973566,3.2021164274836633e-08,-2.5954210663168332e-08,-4.277964250996046,6.066953611668299e-09
COCCCN1C(=O)CCN1C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.346833556,-0.689710336,1.169198873,0.78896246,-0.557071968,-0.163809345,1.096290033,1.473916816,-0.974377775,-0.42328634,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,172.1211778,186.9396855,1.0,0.0,150,50,2,3698.0,1.1164505245546223e-06,0.000713986111534111,1.4203449085528529e-08,-1.2405335166469278e-08,-6.899081885178655,1.7981139190592512e-09
COCCC1CCN(C)C(=O)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.179216529,-0.281211746,1.137127376,0.453601303,-0.842971715,0.002639882,1.200502602,0.540821957,-0.882243011,-0.087299555,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,171.1259288,186.9396855,1.0,0.0,150,50,2,4150.0,9.111319723842988e-07,0.0006286452022209607,1.2444537435823035e-08,-1.0749411458345242e-08,-6.34136435944393,1.6951259774777948e-09
COP(=O)(CP(=O)(OC)C(C)(C)C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.744276617,-1.063184707,1.142018914,-0.488438467,0.59160144,-0.105522963,0.946525609,0.072016783,-0.163222928,-0.238730098,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,258.078597,186.9396855,1.0,0.0,150,50,2,1952.0,1.4391355500069358e-06,0.000753551931267366,1.507704856277947e-08,-1.2664893265476226e-08,-5.250446884425485,2.41215529730324e-09
COCC(C)(OC)C(F)(F)C=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.816812081,-1.061521945,1.195952357,-0.71692873,0.790398965,-0.107970063,1.164465451,-0.022879424,-0.020806447,-0.151713371,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,182.0754507,186.9396855,1.0,0.0,150,50,2,2607.0,1.4521057264005763e-06,0.0007664343531353043,1.4033825809190275e-08,-1.1906587778383436e-08,-5.597205205036406,2.1272380308068393e-09
COCCC(C)(C)OC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.972378557,-0.986452009,1.12139258,-0.559533835,0.459954656,0.212709591,1.394250199,0.321310414,-0.406860661,-0.322912252,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,146.0942943,186.9396855,1.0,0.0,150,50,2,1098.0,1.9848414200021226e-06,0.000957852017422908,2.14831040858551e-08,-1.8186447671071737e-08,-5.516634244781269,3.2966564147833617e-09
CCOP(=O)(OCC)C(F)CCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.18383661,-1.065080724,0.612524796,0.027618995,-0.779428046,-0.094866282,0.552631755,0.298681083,-0.482297117,-0.278661723,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,228.0926739,186.9396855,1.0,0.0,150,50,2,2932.0,1.3813324612494268e-06,0.0007408690928992857,1.3367926289625204e-08,-1.1349590068929345e-08,-5.623240544638473,2.01833622069586e-09
CCC(C=O)(OC)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.115297898,-0.756880188,1.154964944,-0.031143492,0.181902949,0.277838154,0.904620923,0.245991195,-0.133126999,-0.24368143,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,176.104859,186.9396855,1.0,0.0,150,50,2,920.0,1.6346593668829043e-06,0.0008312641293021616,2.0947497078386002e-08,-1.7269643878550842e-08,-4.695577267555121,3.67785319983516e-09
COCCOCC(=O)C(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.375622227,-0.129171633,0.97582395,-0.33192039,-0.597295137,-0.433473572,0.372132893,0.339266368,-0.717324325,-0.400391276,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,160.1099444,186.9396855,1.0,0.0,150,50,2,1985.0,1.2869524867391685e-06,0.0007202523981220237,1.5195308749928717e-08,-1.2800438550082545e-08,-5.344940427629333,2.3948701998461718e-09
CO[Si](CC(F)(F)C(F)(F)C(F)(F)F)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.374451005,-1.385108714,0.905111895,-0.657026784,0.182887736,0.058706644,1.017564142,-0.164290835,-0.266053666,-0.420449804,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,273.0181786,186.9396855,1.0,0.0,150,50,2,3499.0,1.5152104857975717e-06,0.0007851442591016234,1.2723890867555154e-08,-1.0877929644325053e-08,-5.892826732996389,1.8459612232301008e-09
CCOCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.095584236,-1.011521644,0.800007221,0.011308566,-0.361872494,0.621070333,0.612894473,0.547909886,-0.573604557,-0.344820895,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,134.0942943,186.9396855,1.0,0.0,150,50,2,3976.0,1.5994609981274677e-06,0.0008080452363487089,1.2208739452697802e-08,-1.0476870949074884e-08,-6.049460988035857,1.7318685036229188e-09
COP(=O)(F)OCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.81255075,-0.942021581,1.099278327,-0.518287194,0.553706977,-0.05069007,0.815547144,-0.00981389,-0.517151423,-0.419092235,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,195.9912435,186.9396855,1.0,0.0,150,50,2,1100.0,1.6317746651687208e-06,0.00082582947475702,1.92324563013128e-08,-1.5940158618311615e-08,-4.841651683143352,3.2922976830011787e-09
CCOOOCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.725693177,-1.397249106,0.642798525,-0.155595116,-0.194808514,0.325916931,0.276082903,0.238949871,-0.324078182,-0.171313788,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,122.0579088,186.9396855,1.0,0.0,150,50,2,2845.0,1.2679078895902853e-06,0.000687967129822973,1.3017274451247356e-08,-1.0970420067133097e-08,-5.359648518368027,2.0468543841142606e-09
COP(=O)(CC(C)(C)C)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.707970107,-1.034660394,1.209186473,-0.463386217,0.727199274,-0.136530961,0.974490795,0.057983826,-0.253512555,-0.190628832,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,222.1384812,186.9396855,1.0,0.0,150,50,2,1158.0,1.4791204049695565e-06,0.000771427211024605,1.8483484067361473e-08,-1.528038850009059e-08,-4.770506586261448,3.203095567270882e-09
COCC(OC)OCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.097742131,-1.151624924,0.940084093,-0.581393663,-0.672318672,-0.312801744,0.492985122,0.347492797,-0.574950261,-0.403216842,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,138.0692224,186.9396855,1.0,0.0,150,50,2,2741.0,1.709483627964239e-06,0.0008485269161642381,1.4208015926926291e-08,-1.2125158829379773e-08,-5.821406972020542,2.0828570975465185e-09
COCCC(F)(F)C(C)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.169089144,-0.303037318,1.472148825,-0.327630609,0.598778386,0.146336015,0.999082616,0.257261084,-0.482258581,-0.341996494,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,152.064886,186.9396855,1.0,0.0,150,50,2,2306.0,1.5662893312029024e-06,0.0008290624515239973,1.5750811129303073e-08,-1.3504022207193207e-08,-6.0103653148299125,2.246788922109863e-09
COCC(C)(C)N1CC(=O)N(C)C(=O)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.187779468,-0.776626009,1.347677635,-0.011943511,0.49156959,-0.557112372,1.205591784,0.568227685,-0.139195841,-0.082955886,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,214.1317424,186.9396855,1.0,0.0,150,50,2,4364.0,1.1049474501496957e-06,0.0006635170152753276,1.1632411333941722e-08,-9.97380244694746e-09,-6.013354037323424,1.6586088869942626e-09
CCOP(=O)(OCC)C(F)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.375097175,-0.670661936,0.820707318,-0.078803597,-0.222563866,-0.08751449,0.810544506,0.029729494,-0.145996328,-0.363271946,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,244.0875885,186.9396855,1.0,0.0,150,50,2,1282.0,1.4583726956151675e-06,0.0007743699825193341,1.8090045742415474e-08,-1.5067318483260616e-08,-4.984676813836447,3.0227272591548586e-09
COCCC(Cl)(Cl)C=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.891291738,-1.156530022,1.18647089,-0.468074733,0.140531434,0.160807992,1.08364331,0.384940753,-0.591349081,-0.398789575,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,169.9901349,186.9396855,1.0,0.0,150,50,2,158.0,2.2244120808387287e-06,0.0010410020688077445,4.547945536999974e-08,-3.4268695820363274e-08,-3.056768425782045,1.1210759549636461e-08
CCC(CC)(OCC=O)P(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.752294812,-1.174337496,0.959266213,-0.068287485,0.299033481,0.063325689,0.56352514,-0.016189631,-0.089510688,-0.167325853,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,238.0970103,186.9396855,1.0,0.0,150,50,2,4485.0,1.1970467710358992e-06,0.0006665285135304768,1.1075711245171223e-08,-9.435921469090225e-09,-5.754348274838945,1.6397897760809972e-09
FCCCOC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.777859144,-1.699483972,0.666967096,-0.094302529,0.704950429,0.054562693,0.705800287,0.030347563,-0.427122524,-0.450570836,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,146.0354777,186.9396855,1.0,0.0,150,50,2,4837.0,1.4509395986787646e-06,0.0007575067271264128,1.123155202322118e-08,-9.64363149082455e-09,-6.073119714794246,1.5879205323966302e-09
COCCCCN1C(=O)CC(=O)N(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.155848865,-0.142409522,1.343477061,1.106598159,-0.43027255,-0.049647038,0.992248334,1.401577346,-1.067820812,-0.426601519,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,228.111007,186.9396855,1.0,0.0,150,50,2,4086.0,9.778725275492392e-07,0.0006769797136055524,1.3817110819221467e-08,-1.2106789166853756e-08,-7.078662162812203,1.71032165236771e-09
COCC(C)(C)N1CC(=O)CC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.058059155,-0.72972269,1.416091652,-0.068000649,0.5033376,-0.267398008,1.009947932,0.379110516,-0.248982715,-0.057112339,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,185.1051933,186.9396855,1.0,0.0,150,50,2,3825.0,1.2058493334748874e-06,0.0006888448612122267,1.2057751271785086e-08,-1.0294720913652782e-08,-5.839219311321822,1.763030358132305e-09
COCC(C)(C)C(C)(C)C=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.879517311,-1.016612595,0.932598856,-0.595349646,0.648209252,0.082191421,1.076678647,0.191939073,-0.284371136,-0.244287021,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,158.1306798,186.9396855,1.0,0.0,150,50,2,1974.0,1.5683530050777174e-06,0.0007991077712392201,1.5306235443502104e-08,-1.2904750834008861e-08,-5.373655439220989,2.401484609493244e-09
COCCCN1CSCC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.341044427,-0.67160703,1.212065229,0.751500423,-0.532878186,-0.086640081,1.077087117,1.484596413,-1.010932518,-0.344235328,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,175.0666997,186.9396855,1.0,0.0,150,50,2,4228.0,1.0876118860956403e-06,0.0007027062993215597,1.3368683748842349e-08,-1.1688070130773227e-08,-6.9546444257674125,1.6806136180691227e-09
COCCCC(Cl)(Cl)C=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.027007199,-1.214284186,1.107279103,-0.171262102,0.060695019,0.422175256,1.125154075,0.456469961,-0.646931369,-0.425430976,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,184.0057849,186.9396855,1.0,0.0,150,50,2,452.0,2.189174005300656e-06,0.001034318974612117,3.211351355584419e-08,-2.618585011564479e-08,-4.417566951939485,5.9276634401994e-09
